ID	词号	词	词性
16	1	"	标点（符号）
16	2	蒹	g
16	3	棓	zg
16	4	廿	名词
16	5	。	标点（符号）
16	6	斗	量词
16	7	小	形容词
16	8	棓	zg
16	9	廿	数词
16	10	。	标点（符号）
16	11	���	名词
16	12	���	名词
16	13	"	标点（符号）
19	1	滿私	名词
19	2	王瓜	名词
19	3	一枚	数词
19	4	，	标点（符号）
19	5	重卅斤	名词
20	1	亟下蓬	名词
20	2	、	标点（符号）
20	3	滅火	动词
20	4	，	标点（符号）
20	5	中部	方位词
20	6	和	动词
20	7	，	标点（符号）
20	8	以北	方位词
20	9	蓬	形容词
20	10	燔	形容词
20	11	薪如品	名词
20	12	，	标点（符号）
20	13	通	副词
21	1	中時	时间词
21	2	，	标点（符号）
21	3	以日	名词
21	4	入告	名词
21	5	。	标点（符号）
22	1	千石	名词
23	1	直百	名词
23	2	亖	zg
23	3	十	数词
23	4	亖	zg
23	5		名词
23	6	直百	名词
23	7	五十六	数词
24	1	膏餅	名词
24	2	一人	名词
24	3	，	标点（符号）
24	4	直	副词
24	5	六十	数词
25	1	"	标点（符号）
25	2	元始	年号
25	3	五年	时间词
25	4	七月	时间词
25	5	甲午	时间词
25	6	起大前	名词
25	7	都	名词
25	8	，	标点（符号）
25	9	"	标点（符号）
28	1	"	标点（符号）
28	2	斤	量词
28	3	十斤	数词
28	4	"	标点（符号）
31	1	二月	数词
31	2	戊申	nz
31	3	，	标点（符号）
31	4	入東門	名词
32	1	錢	量词
32	2	，	标点（符号）
32	3	願	名词
32	4	卿卿	人名
32	5	諸卿	名词
32	6	會	名词
32	7	日出	动词
33	1	，	标点（符号）
33	2	謹案	名词
33	3	：	标点（符号）
33	4	戊	名词
34	1	"	标点（符号）
34	2	新	名词
34	3	造	动词
34	4	"	标点（符号）
37	1	旁	形容词
37	2	使子	名词
37	3	男	名词
38	1	"	标点（符号）
38	2	廩	名词
38	3	名	名词
38	4	三石	名词
38	5	，	标点（符号）
38	6	得二石	名词
38	7	六斗	数词
38	8		名词
38	9	亖	zg
38	10	年	名词
38	11	正月	时间词
38	12	，	标点（符号）
38	13	得三石	名词
38	14	。	标点（符号）
38	15	自出	名词
38	16	。	标点（符号）
38	17	六月	时间词
38	18	桼	名词
38	19	日	名词
38	20	，	标点（符号）
38	21	從府	名词
38	22	貸一	名词
38	23	斛	名词
38	24	。	标点（符号）
38	25	八月	时间词
38	26	，	标点（符号）
38	27	得三石	名词
38	28	。	标点（符号）
38	29	自出	名词
38	30	。	标点（符号）
38	31	此	代词
38	32	亖	zg
38	33	月食	名词
38	34	。	标点（符号）
38	35	九月	时间词
38	36	，	标点（符号）
38	37	得二石	名词
38	38	，	标点（符号）
38	39	少一石	名词
38	40	。	标点（符号）
38	41	自出	名词
38	42	。	标点（符号）
38	43	二月	数词
38	44	，	标点（符号）
38	45	得	动词
38	46	一石	名词
38	47	五斗	数词
38	48	五升	名词
38	49	，	标点（符号）
38	50	候莊卿	名词
38	51	出	动词
38	52	。	标点（符号）
38	53	己未	数词
38	54	日	名词
38	55	，	标点（符号）
38	56	復	动词
38	57	一	动词
38	58	斛	名词
38	59	六斗	数词
38	60	一升	名词
38	61	。	标点（符号）
38	62	十月	时间词
38	63	，	标点（符号）
38	64	得三石	名词
38	65	。	标点（符号）
38	66	自出	名词
38	67	。	标点（符号）
38	68	案計	名词
38	69	三石	名词
38	70	八斗	数词
38	71	。	标点（符号）
38	72	十一月	数词
38	73	，	标点（符号）
38	74	得三石	名词
38	75	。	标点（符号）
38	76	自出	名词
38	77	。	标点（符号）
38	78	…	标点（符号）
38	79	一石	名词
38	80	三斗	数词
38	81	三升	名词
38	82	。	标点（符号）
38	83	十二月	数词
38	84	，	标点（符号）
38	85	不得	动词
38	86	粟	名词
38	87	。	标点（符号）
38	88	…	标点（符号）
38	89	八升	名词
38	90	。	标点（符号）
38	91	有	动词
38	92	教教	名词
38	93	。	标点（符号）
38	94	"	标点（符号）
50	1	王習	人名
51	1	"	标点（符号）
51	2	七月	时间词
51	3	廿二日	数词
51	4	，	标点（符号）
51	5	官止	名词
51	6	收	动词
51	7	。	标点（符号）
51	8	廣武候	名词
51	9	長	形容词
51	10	馮尚	名词
51	11	，	标点（符号）
51	12	從	介词
51	13	六月	时间词
51	14	食	名词
51	15	，	标点（符号）
51	16	長	形容词
51	17	穬	zg
51	18	麥	名词
51	19	十九	数词
51	20	斛	名词
51	21	八斗	数词
51	22	六升	名词
51	23	"	标点（符号）
53	1	"	标点（符号）
53	2	願	名词
53	3	再拜	动词
53	4	白	名词
53	5	：	标点（符号）
53	6	時	名词
53	7	曰	动词
53	8	在	动词
53	9	衣	名词
53	10	"	标点（符号）
56	1	隧長	职官
56	2	，	标点（符号）
56	3	效	名词
56	4	穀	形容词
56	5	閒田	名词
56	6	常利	地名
56	7	里	名词
56	8	，	标点（符号）
56	9	上	形容词
56	10	牛康	名词
56	11	，	标点（符号）
56	12	年	名词
56	13	三十五	数词
56	14	。	标点（符号）
57	1	以稱	名词
57	2	職	动词
57	3	，	标点（符号）
57	4	叩頭	动词
57	5	，	标点（符号）
57	6	死罪	动词
57	7	死罪	动词
57	8	。	标点（符号）
58	1	士吏	名词
58	2	延壽	人名
58	3	在	介词
58	4	所	助词
58	5	。	标点（符号）
59	1	斧	动词
59	2	鑿	动词
59	3	鉏	zg
59	4	，	标点（符号）
60	1	"	标点（符号）
60	2	癸	名词
60	3	癸	名词
60	4	立冬	时间词
60	5	卯	名词
60	6	酉	名词
60	7	"	标点（符号）
63	1	"	标点（符号）
63	2	千秋	人名
63	3	…	标点（符号）
63	4	…	标点（符号）
63	5	"	标点（符号）
65	1	立遣	名词
65	2	守千人	名词
65	3	馮	名词
66	1	▓	标点（符号）
66	2	玉門	地名
66	3	千秋	人名
66	4	隧	动词
66	5	。	标点（符号）
67	1	▓	标点（符号）
67	2	干	名词
67	3	、	标点（符号）
67	4	幡	名词
67	5	，	标点（符号）
67	6	各一	名词
67	7	。	标点（符号）
68	1	二月	数词
68	2	卅日	数词
69	1	君卿還	名词
70	1	候君卿	名词
71	1	送稚	名词
71	2	主簿	职官
71	3	，	标点（符号）
71	4	寄百	名词
71	5	七十四	数词
72	1	求記	名词
72	2	叩	动词
73	1	臨隧	名词
74	1	"	标点（符号）
74	2	瞿文	名词
74	3	，	标点（符号）
74	4	"	标点（符号）
76	1	"	标点（符号）
76	2	一	数词
76	3	。	标点（符号）
76	4	一	数词
76	5	。	标点（符号）
76	6	一	副词
76	7	"	标点（符号）
79	1	為	动词
80	1	十月	时间词
80	2	去	动词
80	3	時	名词
80	4	，	标点（符号）
80	5	期	名词
80	6	遣使	动词
80	7	來	动词
80	8	，	标点（符号）
80	9	會	动词
80	10	十一月	数词
80	11	十日	时间词
80	12	。	标点（符号）
80	13	今為	名词
80	14	責備	名词
80	15	，	标点（符号）
80	16	不到	动词
80	17	十一	名词
80	18	、	标点（符号）
80	19	二日	时间词
80	20	，	标点（符号）
80	21	即	副词
81	1	羸瘦	z
81	2	困	动词
81	3	亟	副词
81	4	，	标点（符号）
81	5	閒以當	名词
81	6	與	连词
81	7	第一	数词
81	8	輩兵	名词
81	9	俱	副词
81	10	去	动词
81	11	，	标点（符号）
81	12	以	动词
81	13	私泉	名词
81	14	獨為	名词
81	15	糴	名词
81	16	穀	形容词
81	17	，	标点（符号）
82	1	即聞	名词
82	2	第一	数词
82	3	輩	名词
82	4	起居	动词
82	5	，	标点（符号）
82	6	雖煩後遣	名词
82	7	橐	名词
82	8	佗	动词
82	9	馳告	名词
82	10	之	助词
82	11	，	标点（符号）
82	12	竊	名词
82	13	慕德義	名词
82	14	，	标点（符号）
83	1	少罷	名词
83	2	，	标点（符号）
83	3	馬	名词
83	4	但	副词
83	5	食	名词
83	6	枯	名词
83	7	葭	名词
83	8	飲水	名词
83	9	，	标点（符号）
83	10	恐盡	名词
83	11	死	名词
83	12	。	标点（符号）
83	13	欲還	名词
83	14	，	标点（符号）
83	15	又	动词
83	16	迫策	名词
83	17	上責	名词
83	18	，	标点（符号）
84	1	憤甚憤	名词
84	2	甚	形容词
84	3	，	标点（符号）
85	1	在	介词
85	2	中	形容词
85	3	，	标点（符号）
85	4	未	名词
85	5	與	介词
85	6	相見	动词
85	7	，	标点（符号）
85	8	其導	名词
85	9	讨人	名词
85	10	在	动词
85	11	泉	形容词
85	12	都	形容词
85	13	，	标点（符号）
85	14	期晦	名词
85	15	來	动词
85	16	，	标点（符号）
86	1	多	副词
86	2	問陳司	名词
86	3	馬	名词
86	4	、	标点（符号）
86	5	���	名词
86	6	���	名词
86	7	司馬	人名
86	8	，	标点（符号）
86	9	願數數	名词
86	10	相聞	名词
86	11	，	标点（符号）
86	12	為	动词
86	13	檄欲移	名词
86	14	鄯善	地名
86	15	，	标点（符号）
86	16	毋	副词
86	17	使行	名词
86	18	也	助词
86	19	。	标点（符号）
87	1	泉	形容词
87	2	，	标点（符号）
87	3	此欲大	名词
87	4	出兵	动词
87	5	之意	名词
87	6	也	助词
87	7	。	标点（符号）
87	8	中軍募	名词
87	9	擇士	名词
87	10	桼	名词
87	11	百	数词
87	12	二十	数词
87	13	人	名词
87	14	，	标点（符号）
87	15	錫泉	名词
87	16	人	名词
88	1	到	动词
88	2	，	标点（符号）
88	3	責未	名词
88	4	報聞	名词
88	5	，	标点（符号）
88	6	可寫	动词
88	7	下	动词
88	8	其奏	名词
88	9	以	介词
88	10	從	介词
88	11	事	名词
88	12	，	标点（符号）
88	13	不願	名词
88	14	知指	名词
88	15	，	标点（符号）
88	16	丿	名词
88	17	傳	动词
88	18	馬	名词
88	19	皆	副词
88	20	大	名词
88	21	齒	名词
88	22	，	标点（符号）
89	1	逆虜	名词
89	2	，	标点（符号）
89	3	期	名词
89	4	於	连词
89	5	不	副词
89	6	失利	动词
89	7	。	标点（符号）
90	1	臣	名词
90	2	厶	g
90	3	前捕	名词
90	4	斬	动词
90	5	焉耆	地名
90	6	虜	名词
90	7	，	标点（符号）
90	8	地熱多	名词
90	9	阻險	名词
90	10	，	标点（符号）
90	11	舍宿	名词
90	12	營止	名词
90	13	宜	形容词
90	14	於	连词
91	1	二十六日	名词
91	2	，	标点（符号）
91	3	上	名词
91	4	急責發	名词
91	5	河西	地名
91	6	亖	zg
91	7	郡	名词
91	8	精兵	名词
91	9	度以	名词
91	10	十一月	数词
92	1	誠恐誤	名词
92	2	天時	时间词
92	3	，	标点（符号）
92	4	失戰利	名词
92	5	，	标点（符号）
92	6	不敢	副词
92	7	入塞	名词
92	8	，	标点（符号）
92	9	從報	名词
92	10	鄣	g
92	11	。	标点（符号）
93	1	欽將	名词
93	2	吏士	名词
93	3	，	标点（符号）
94	1	故兵	名词
94	2	未	副词
94	3	在	介词
94	4	城	名词
94	5	。	标点（符号）
95	1	當西	名词
95	2	從發	名词
95	3	軍	动词
95	4	，	标点（符号）
95	5	未出	动词
95	6	所過	名词
95	7	郡	名词
95	8	，	标点（符号）
95	9	安得	动词
95	10	未	名词
95	11	發兵	动词
95	12	？	标点（符号）
96	1	故校	名词
96	2	騎稱	名词
96	3	：	标点（符号）
96	4	月	名词
96	5	八日	时间词
96	6	發將	名词
96	7	八十六	数词
96	8	人	名词
96	9	，	标点（符号）
96	10	令期	名词
96	11	胡	形容词
96	12	十二日	数词
96	13	發	动词
96	14	。	标点（符号）
97	1	西域	地名
97	2	都護	名词
97	3	領居廬	名词
97	4	訾倉	名词
97	5	守司	名词
97	6	馬	名词
97	7		名词
97	8	言	动词
98	1	之	代词
98	2	張掖寧	名词
98	3	，	标点（符号）
98	4	發廬	名词
98	5	水	名词
98	6	五百	数词
98	7	人	名词
98	8	，	标点（符号）
98	9	功卿	名词
98	10	與	介词
98	11	同心	名词
98	12	士	名词
98	13	六十	数词
98	14	人	名词
98	15	，	标点（符号）
98	16	俱	副词
98	17	未有	动词
98	18	發日	名词
98	19	。	标点（符号）
98	20	此	代词
98	21	近謂	名词
98	22	第一部	数词
98	23	千	数词
98	24	八十	数词
98	25	人者	名词
98	26	也	语气助词
98	27	。	标点（符号）
98	28	議遣	名词
98	29	君威來	名词
98	30	出	名词
98	31	，	标点（符号）
99	1	使者	名词
99	2	愚頓	名词
99	3	，	标点（符号）
99	4	過備	名词
99	5	非任	名词
99	6	，	标点（符号）
99	7	獲彌命	名词
99	8	，	标点（符号）
99	9	奏	动词
99	10	使	名词
99	11	尊寵	名词
99	12	，	标点（符号）
99	13	以誤	名词
100	1	十月	时间词
100	2	晦	名词
100	3	，	标点（符号）
100	4	關書	名词
100	5	大泉	nz
100	6	都	名词
100	7	，	标点（符号）
100	8	厶	g
100	9	再拜	动词
100	10	言	动词
100	11	，	标点（符号）
101	1	之茲平	名词
101	2	、	标点（符号）
101	3	大原	地名
101	4	郡	名词
101	5	，	标点（符号）
101	6	皆	副词
101	7	以	动词
101	8	故官	名词
101	9	行	副词
101	10	，	标点（符号）
101	11	名曰	动词
101	12	行	动词
101	13	部	量词
101	14	，	标点（符号）
101	15	胡譯長	名词
101	16	、	标点（符号）
101	17	諸導報	名词
102	1	軍王	名词
102	2	游君	名词
102	3	、	标点（符号）
102	4	大	形容词
102	5	司空	名词
102	6	大夫	名词
102	7	宋仲子	名词
102	8	、	标点（符号）
102	9	射聲	名词
102	10	校尉	名词
102	11	任巨通	名词
102	12	，	标点（符号）
103	1	桼	名词
103	2	月	名词
103	3	晦	形容词
103	4	日食	名词
103	5	常安	地名
103	6	中	名词
103	7	，	标点（符号）
103	8	陰雨	名词
103	9	，	标点（符号）
103	10	獨不見	名词
103	11	，	标点（符号）
103	12	故下	名词
104	1	得	动词
104	2	毋病	名词
104	3	也	语气助词
104	4	。	标点（符号）
104	5	朱司	名词
104	6	馬	名词
104	7	及	连词
104	8	焦	形容词
104	9	并還	名词
104	10	。	标点（符号）
104	11	未聞	名词
104	12	西方	s
104	13	問不	名词
104	14	，	标点（符号）
104	15	云何行	名词
105	1	東葉	名词
105	2	捷	形容词
105	3	翖	名词
105	4	侯	名词
105	5	、	标点（符号）
105	6	故	形容词
105	7	焉耆	地名
105	8	侯虜	名词
105	9	镣妻	名词
105	10	，	标点（符号）
105	11	即	副词
105	12	鄯善	地名
105	13	女	动词
105	14	。	标点（符号）
106	1	今共奴	名词
106	2	已	动词
106	3	與	介词
106	4	鄯善	地名
106	5	不	副词
106	6	和	动词
106	7	，	标点（符号）
106	8	則中國	名词
106	9	之	助词
106	10	大利	名词
106	11	也	语气词
106	12	。	标点（符号）
106	13	臣	名词
106	14	愚以	名词
106	15	為	动词
106	16	，	标点（符号）
106	17	欽將	名词
106	18	兵北	名词
107	1	疌	名词
107	2	子	名词
107	3	、	标点（符号）
107	4	���	名词
107	5	���	名词
107	6	呼	动词
107	7	、	标点（符号）
107	8	郁立師	名词
107	9	、	标点（符号）
107	10	卑陸侯	名词
107	11	，	标点（符号）
107	12	皆	副词
107	13	舉國	名词
107	14	徙	动词
107	15	人民	名词
107	16	，	标点（符号）
108	1	共奴	名词
108	2	遮逆虜	名词
108	3	，	标点（符号）
109	1	寇車師	名词
109	2	，	标点（符号）
109	3	殺略	名词
109	4	人民	名词
109	5	，	标点（符号）
109	6	未知	动词
109	7	審	动词
109	8	，	标点（符号）
109	9	警當備	名词
109	10	者	代词
109	11	，	标点（符号）
109	12	如律令	人名
109	13	。	标点（符号）
110	1	始建	动词
110	2	國天鳳	名词
110	3	亖	zg
110	4	年	名词
110	5	正月	时间词
110	6	丁巳	人名
110	7	朔	名词
110	8	庚辰	nz
110	9	，	标点（符号）
110	10	使	动词
110	11	西域	地名
110	12	大使	名词
110	13	、	标点（符号）
110	14	五威	名词
110	15	左率	名词
111	1	逆教	名词
111	2	遝	动词
111	3	所	介词
111	4	，	标点（符号）
111	5	況	名词
111	6	讓	形容词
111	7	前	形容词
111	8	，	标点（符号）
111	9	書到	名词
111	10	，	标点（符号）
111	11	趣治決	名词
111	12	巳	名词
111	13	言	名词
111	14	，	标点（符号）
111	15	如律令	人名
111	16	。	标点（符号）
112	1	車師	名词
112	2	，	标点（符号）
112	3	略	名词
112	4	諸侯	人名
112	5	，	标点（符号）
112	6	欲	名词
112	7	以威	名词
112	8	西域	地名
112	9	。	标点（符号）
112	10	貪狼	名词
112	11	桀黠	形容词
112	12	，	标点（符号）
112	13	狂	形容词
112	14	狡	形容词
112	15	尤為	副词
112	16	，	标点（符号）
112	17	諸國	地名
112	18	城亂	名词
112	19	，	标点（符号）
112	20	戊部眾	名词
113	1	暴深	名词
113	2	人民	名词
113	3	，	标点（符号）
113	4	素惠共奴	名词
113	5	，	标点（符号）
113	6	尚隱匿	名词
113	7	深山	地名
113	8	危谷	名词
113	9	，	标点（符号）
114	1	孤弱	形容词
114	2	，	标点（符号）
114	3	殆不戰	名词
114	4	，	标点（符号）
114	5	自東西	名词
114	6	即	连词
114	7	虜	名词
114	8	，	标点（符号）
114	9	政等	名词
114	10	黨成	名词
114	11	結國	名词
114	12	，	标点（符号）
114	13	車師	名词
114	14	必懼	名词
114	15	，	标点（符号）
115	1	里	名词
115	2	廣遠	形容词
115	3	，	标点（符号）
115	4	臣謹	名词
115	5	便	名词
115	6	下	动词
115	7	詔書敦德	名词
115	8	郡	名词
115	9	以	介词
115	10	從	名词
115	11	事	名词
115	12	。	标点（符号）
115	13	臣	名词
115	14	厶	g
115	15	叩頭	动词
115	16	叩頭	动词
115	17	，	标点（符号）
115	18	死罪	动词
115	19	死罪	动词
115	20	，	标点（符号）
115	21	臣	名词
115	22	厶	g
115	23	結	名词
116	1	使	动词
116	2	西域	地名
116	3	大使	名词
116	4	、	标点（符号）
116	5	五威	名词
116	6	左率	名词
116	7	、	标点（符号）
116	8	都尉	职官
117	1	檄書	名词
117	2	檢下	名词
117	3	，	标点（符号）
117	4	責記	名词
117	5	不審	名词
117	6	，	标点（符号）
117	7	輙	名词
117	8	御	动词
117	9	見	动词
117	10	不	副词
117	11	，	标点（符号）
117	12	三輩兵	名词
117	13	皆	副词
117	14	起居	动词
117	15	未	副词
117	16	？	标点（符号）
118	1	指兵且	名词
118	2	來	动词
118	3	出	动词
118	4	，	标点（符号）
118	5	未當安	名词
118	6	也	助词
118	7	。	标点（符号）
118	8	何故	副词
118	9	邠	zg
118	10	部旋	名词
118	11	徵遣	名词
118	12	，	标点（符号）
118	13	且	副词
118	14	發部	名词
118	15	郡	名词
118	16	兵出	名词
118	17	耶	名词
118	18	。	标点（符号）
119	1	乏	动词
119	2	，	标点（符号）
119	3	故將	名词
119	4	吏士詣	名词
119	5	敦德	名词
119	6	。	标点（符号）
119	7	今車師	名词
119	8	諸國空	名词
119	9	，	标点（符号）
119	10	黠虜	名词
119	11	久	形容词
119	12	獲獄	名词
119	13	，	标点（符号）
119	14	三輩兵	名词
119	15	宜	动词
120	1	假敦德庫	名词
120	2	兵	名词
120	3	奴矢	名词
120	4	五萬枚	名词
120	5	、	标点（符号）
120	6	雜驅	名词
120	7	三千匹	数词
120	8	，	标点（符号）
120	9	令敦德	名词
120	10	廪	动词
120	11	食	名词
120	12	吏士	名词
120	13	，	标点（符号）
120	14	當休	名词
120	15	馬	名词
120	16	審處	动词
120	17	，	标点（符号）
121	1	且	副词
121	2	一月	数词
121	3	斬下	动词
121	4	三千	数词
121	5	九百	数词
121	6	一十五	数词
121	7	級	量词
121	8	，	标点（符号）
121	9	功效	名词
121	10	已著	名词
121	11	，	标点（符号）
121	12	頒賞	动词
121	13	不足	形容词
121	14	，	标点（符号）
121	15	宜勉	名词
121	16	李	名词
121	17	一身	数词
121	18	，	标点（符号）
121	19	謹請	名词
122	1	不以	连词
122	2	時殄滅	名词
122	3	。	标点（符号）
122	4	臣	名词
122	5	厶	g
122	6	奉	动词
122	7	使	动词
122	8	無狀	名词
122	9	，	标点（符号）
122	10	罪當	名词
122	11	萬死	名词
122	12	。	标点（符号）
122	13	臣	名词
122	14	厶	g
122	15	叩頭	动词
122	16	叩頭	动词
122	17	，	标点（符号）
122	18	死罪	动词
122	19	死罪	动词
122	20	。	标点（符号）
122	21	臣	名词
122	22	厶	g
122	23	比遣	名词
123	1	當屯	名词
124	1	臣謹	名词
124	2	寫	动词
124	3	欽	副词
124	4	檄	名词
124	5	，	标点（符号）
124	6	記傳責	名词
124	7	之	代词
124	8	。	标点（符号）
124	9	共奴	名词
124	10	桀黠	形容词
124	11	，	标点（符号）
124	12	侵	动词
125	1	"	标点（符号）
125	2	不正	副词
125	3	，	标点（符号）
125	4	空諸國	名词
125	5	車師前	人名
125	6	附城詡	名词
125	7	行侯事	名词
125	8	，	标点（符号）
125	9	詡	名词
125	10	兄子	名词
125	11	外亡	名词
125	12	，	标点（符号）
125	13	朔	名词
125	14	當代	时间词
125	15	。	标点（符号）
125	16	"	标点（符号）
126	1	故車	名词
126	2	師後亡	名词
126	3	侯虜	名词
126	4	支	名词
126	5	，	标点（符号）
126	6	將諸亡	名词
126	7	國千餘人	名词
126	8	，	标点（符号）
127	1	故車	名词
127	2	師後亡	名词
127	3	侯弟	名词
127	4	虜	名词
127	5	布	名词
127	6	，	标点（符号）
127	7	將兵	名词
127	8	二千	数词
127	9	餘人	名词
127	10	，	标点（符号）
128	1	國中二言	名词
128	2	不專	名词
128	3	，	标点（符号）
129	1	車師	名词
129	2	侯伯	名词
129	3	與	介词
129	4	妻子	名词
129	5	人民	名词
129	6	桼	名词
129	7	十	数词
129	8	桼	名词
129	9	人	名词
129	10	，	标点（符号）
129	11	願降	名词
129	12	歸德	地名
129	13	，	标点（符号）
129	14	欽將伯	名词
129	15	等	代词
129	16	及	连词
129	17	烏孫歸義	名词
130	1	尉與車	名词
130	2	師前	名词
130	3	侯詡	名词
130	4	、	标点（符号）
130	5	車師伯卑	名词
130	6	爰	名词
130	7	疐	动词
130	8	侍子	名词
130	9	俱求度	名词
130	10	，	标点（符号）
130	11	以己	名词
130	12	已	副词
130	13	到	动词
130	14	，	标点（符号）
130	15	如律令	人名
130	16	。	标点（符号）
131	1	正月	时间词
131	2	丙辰	名词
131	3	移書敦德	名词
131	4	。	标点（符号）
131	5	草	名词
132	1	五校	名词
132	2	吏士	名词
132	3	妻子	名词
132	4	，	标点（符号）
132	5	議遣	名词
132	6	烏孫歸義	名词
132	7	侯	名词
132	8	疌	名词
132	9	侍	动词
132	10	子女	名词
132	11	，	标点（符号）
132	12	到	动词
132	13	大	名词
132	14	煎	动词
132	15	都	形容词
132	16	候	名词
132	17	鄣	g
132	18	。	标点（符号）
133	1	候	动词
133	2	鄣	g
133	3	，	标点（符号）
133	4	願降	名词
133	5	歸德	地名
133	6	。	标点（符号）
133	7	臣	名词
133	8	厶	g
133	9	竊	名词
133	10	見	动词
133	11	大都	地名
133	12	護崇	名词
133	13	檄	名词
133	14	與	介词
133	15	敦德尹	名词
133	16	，	标点（符号）
133	17	亡	动词
133	18	已	动词
133	19	得	动词
133	20	乘姑	名词
133	21	墨城	地名
133	22	，	标点（符号）
133	23	孤處	名词
133	24	西	名词
134	1	其營	名词
134	2	就	动词
134	3	，	标点（符号）
134	4	大張	数词
134	5	格射擊	名词
134	6	劫	名词
134	7	，	标点（符号）
134	8	虜	名词
134	9	皆	副词
134	10	散亡	名词
134	11	，	标点（符号）
134	12	又	副词
134	13	前	动词
134	14	連戰	动词
134	15	焉耆	地名
134	16	中	名词
134	17	，	标点（符号）
134	18	兵矢	名词
135	1	出發	动词
135	2	，	标点（符号）
135	3	去	动词
135	4	諸部	名词
136	1	乙巳	数词
136	2	，	标点（符号）
136	3	六月	时间词
136	4	甲寅	数词
136	5	，	标点（符号）
136	6	發尉梨將	名词
137	1	西域	地名
137	2	都護	名词
137	3	領居廬	名词
137	4	訾倉	名词
137	5	守司	名词
137	6	馬	名词
137	7	鴻	名词
137	8	，	标点（符号）
137	9	叩頭	动词
137	10	死罪	动词
137	11	死罪	动词
137	12	，	标点（符号）
138	1	逆虜	名词
138	2	無黨	名词
138	3	，	标点（符号）
138	4	必易殄滅	名词
138	5	，	标点（符号）
138	6	恐誤	名词
138	7	天時	时间词
138	8	戰利	名词
138	9	，	标点（符号）
138	10	詣	动词
138	11	塞	动词
139	1	八月	时间词
139	2	廿日	名词
139	3	，	标点（符号）
