ID	词号	词	词性
18	8	，	标点（符号）
18	9	年卅	名词
18	10	，	标点（符号）
18	11	徙	动词
18	12	補甲	名词
18	13	渠候	名词
18	14	史代張	名词
18	15	赦	动词
19	1	"	标点（符号）
19	2	丑甲	名词
19	3	渠候	名词
19	4	長	形容词
19	5	就	名词
19	6	敢言	名词
19	7	之	助词
19	8	。	标点（符号）
19	9	謹移	名词
19	10	之	代词
19	11	"	标点（符号）
20	1	來	动词
21	1	甲渠候	名词
21	2	官候	名词
21	3	□	标点（符号）
21	4	□	标点（符号）
21	5	為	动词
21	6	居延	地名
21	7	都尉	职官
21	8	大	动词
22	1	前	名词
22	2	取寧	名词
22	3	曰	动词
22	4	□	标点（符号）
22	5	日盡詣	名词
22	6	官	名词
22	7	□	标点（符号）
22	8	□	标点（符号）
22	9	庚午	数词
22	10	下	动词
22	11	餔	动词
22	12	入	动词
23	1	鄣	g
23	2	卒	副词
23	3	十九人	nz
23	4	鴻	名词
23	5	嘉	名词
23	6	二年	数词
23	7	十月	时间词
23	8	丙辰	名词
23	9	，	标点（符号）
23	10	守閣	名词
24	1	"	标点（符号）
24	2	札	名词
24	3	五通	nz
24	4	凡	副词
24	5	九通	nz
24	6	以	动词
24	7	篋	名词
24	8	封	形容词
24	9	，	标点（符号）
24	10	遣	动词
24	11	鄣	g
24	12	卒	名词
24	13	杜霸	名词
24	14	持詣	名词
24	15	□	标点（符号）
24	16	"	标点（符号）
25	1	"	标点（符号）
25	2	第十五	数词
25	3		名词
25	4	長	形容词
25	5	李嚴	名词
25	6	鐵	名词
25	7	鞮	名词
25	8	瞀	形容词
25	9	二中	nrt
25	10	毋絮	名词
25	11	，	标点（符号）
25	12	今	副词
25	13	已裝	名词
25	14	鐵鎧	名词
25	15	二中	nrt
25	16	毋絮	名词
25	17	，	标点（符号）
25	18	今	名词
25	19	已裝	名词
25	20	六石	名词
25	21	弩	名词
25	22	一	动词
25	23		名词
25	24	緩	形容词
25	25	，	标点（符号）
25	26	今	连词
25	27	已	副词
25	28	更	副词
25	29		名词
25	30	五石	名词
25	31	弩	名词
25	32	一	数词
25	33	左強	名词
25	34	三分	数词
25	35	，	标点（符号）
25	36	今	名词
25	37	已亭	名词
25	38		名词
25	39	矢	名词
25	40	十二	数词
25	41	干	名词
25	42		名词
25	43	呼	助词
25	44	，	标点（符号）
25	45	未能	动词
25	46	會會	名词
25	47		名词
25	48	矢	动词
25	49	十三	数词
25	50	干	名词
25	51		名词
25	52	呼	动词
25	53	，	标点（符号）
25	54	未能	动词
25	55	會會	名词
25	56	"	标点（符号）
26	1	"	标点（符号）
26	2	蓬承六小	名词
26	3	各	副词
26	4	一寸	数词
26	5	"	标点（符号）
27	1	"	标点（符号）
27	2	□	标点（符号）
27	3	□	标点（符号）
27	4	□	标点（符号）
27	5	□	标点（符号）
27	6	吏	名词
27	7	毋得	名词
27	8	離署	名词
27	9	告尉謂	名词
27	10	候長	职官
27	11	常勳	名词
27	12	等	形容词
27	13	●	标点（符号）
27	14	一事	名词
27	15	一封	数词
27	16	"	标点（符号）
28	1	長	名词
28	2	朱	数词
28	3	九月	时间词
28	4	食三石	名词
28	5	三斗	数词
28	6	三升少	名词
29	1	"	标点（符号）
29	2	●	标点（符号）
29	3	甲渠	名词
29	4	官綏	名词
29	5	和	动词
29	6	二年	数词
29	7	三月	数词
29	8	省	动词
29	9	□	标点（符号）
29	10	部	名词
29	11	卒	动词
29	12	治大司	名词
29	13	農茭名	名词
29	14	"	标点（符号）
30	1	福等	名词
30	2	□	标点（符号）
30	3	循行	名词
30	4	□	标点（符号）
30	5	□	标点（符号）
31	1	它	形容词
31	2	為	动词
31	3	解	动词
31	4	如律令	人名
31	5	／	标点（符号）
31	6	令	名词
32	1	□	标点（符号）
32	2	卒	名词
32	3	□	标点（符号）
32	4	□	标点（符号）
32	5	遂	动词
32	6		名词
32	7	主傳馬	名词
32	8	三匹	数词
32	9	，	标点（符号）
32	10		名词
32	11	佐一人	名词
32	12	，	标点（符号）
32	13	徒四人	名词
33	1	"	标点（符号）
33	2	史商	名词
33	3	敢言	名词
33	4	之	助词
33	5	。	标点（符号）
33	6	爰	名词
33	7	書	名词
33	8	：	标点（符号）
33	9	鄣	g
33	10	卒	动词
33	11	魏	地名
33	12	郡	名词
33	13	內	名词
33	14	安定	地名
33	15	里	名词
33	16	霍不職	名词
33	17	等	形容词
33	18	五人	名词
33	19	□	标点（符号）
33	20	□	标点（符号）
33	21	□	标点（符号）
33	22	□	标点（符号）
33	23	□	标点（符号）
33	24	敞劍庭	名词
33	25	刺	动词
33	26	傷狀	名词
33	27	。	标点（符号）
33	28	先	形容词
33	29	以	动词
33	30	「	名词
33	31	證不言	名词
33	32	請	动词
33	33	出入	动词
33	34	罪人	名词
33	35	辭	名词
33	36	乃	连词
33	37	爰	助词
33	38	書	动词
33	39	。	标点（符号）
33	40	不職	名词
33	41	等	代词
33	42	辭縣	名词
33	43	爵里	名词
33	44	年	数量词
33	45	姓	名词
33	46	各如牒	名词
33	47	。	标点（符号）
33	48	不職	名词
33	49	等	形容词
33	50	辭	名词
33	51	曰	动词
33	52	：	标点（符号）
33	53	敞實	名词
33	54	劍庭自	名词
33	55	刺傷	动词
33	56	，	标点（符号）
33	57	皆證	名词
33	58	。	标点（符号）
33	59	所置	名词
33	60	辭審	名词
33	61	，	标点（符号）
33	62	它	代词
33	63	如	动词
33	64	（	标点（符号）
33	65	觚	形容词
33	66	）	标点（符号）
33	67	"	标点（符号）
34	1	"	标点（符号）
34	2	二月	数词
34	3	戊寅	数词
34	4	張掖	地名
34	5	大守福	名词
34	6	、	标点（符号）
34	7	庫丞承熹	名词
34	8	兼行	动词
34	9	丞事	名词
34	10	敢告	名词
34	11	張掖	地名
34	12	農都	名词
34	13	尉護田	名词
34	14	校尉	名词
34	15	府	名词
34	16	卒	动词
34	17	人謂	名词
34	18	縣	名词
34	19	：	标点（符号）
34	20	律	名词
34	21	曰	动词
34	22	臧	动词
34	23	它	形容词
34	24	物非	名词
34	25	錢者	名词
34	26	以	动词
34	27	十月	时间词
34	28	平賈計	名词
34	29	。	标点（符号）
34	30	案戍田	名词
34	31	卒	名词
34	32	受	动词
34	33	官袍	名词
34	34	衣物	名词
34	35	貪利貴	名词
34	36	賈	动词
34	37	貰	名词
34	38	予	动词
34	39	貧困民	名词
34	40	，	标点（符号）
34	41	吏	名词
34	42	不	副词
34	43	禁止	动词
34	44	，	标点（符号）
34	45	浸益	名词
34	46	多	形容词
34	47	，	标点（符号）
34	48	又	动词
34	49	不以	连词
34	50	時驗問	名词
34	51	"	标点（符号）
35	1	"	标点（符号）
35	2	十七	数词
35	3	卒	动词
35	4	衣倉	名词
35	5	十二月	数词
35	6	二石	名词
35	7	"	标点（符号）
37	1	"	标点（符号）
37	2	第	连词
37	3	廿四	数词
37	4	隧卒	名词
37	5	高	名词
37	6	自當以	名词
37	7	四月	数词
37	8	七日	时间词
37	9	病頭恿	名词
37	10	四節	数词
37	11	不舉	副词
37	12	。	标点（符号）
37	13	鉼	名词
37	14	庭	名词
37	15	隧	动词
37	16	卒	名词
37	17	周	形容词
37	18	良	名词
37	19	四月	数词
37	20	三日	时间词
37	21	病苦	名词
37	22	第二	数词
37	23	隧卒江	名词
37	24	譚以	名词
37	25	四月	数词
37	26	六日	时间词
37	27	病苦	名词
37	28	心服	名词
37	29	丈滿	名词
37	30	。	标点（符号）
37	31	第卅一隊	名词
37	32	卒	名词
37	33	王章	名词
37	34	以	介词
37	35	四月	数词
37	36	一日	数词
37	37	病苦	名词
37	38	傷寒	形容词
37	39	。	标点（符号）
37	40	第一	数词
37	41	隧卒	名词
37	42	孟慶以	名词
37	43	四月	数词
37	44	五日	时间词
37	45	病苦	名词
37	46	傷寒	形容词
37	47	。	标点（符号）
37	48	"	标点（符号）
38	1	"	标点（符号）
38	2	第卅七	名词
38	3		名词
38	4	卒	动词
38	5	蘇賞	名词
38	6	三月	数词
38	7	旦病	名词
38	8	兩	量词
38	9	胠	zg
38	10	葥	名词
38	11	急	形容词
38	12	，	标点（符号）
38	13	少愈	名词
38	14	。	标点（符号）
38	15	第	名词
38	16	卅三	数词
38	17		名词
38	18	卒	动词
38	19	公孫譚	名词
38	20	三月	数词
38	21	廿日病	名词
38	22	兩	数量词
38	23	胠	zg
38	24	葥	名词
38	25	急	名词
38	26	，	标点（符号）
38	27	未愈	副词
38	28	。	标点（符号）
38	29	第卅一	名词
38	30		名词
38	31	卒	动词
38	32	尚武	人名
38	33	四月八	时间词
38	34	日病頭	名词
38	35		名词
38	36	寒炅	名词
38	37	，	标点（符号）
38	38	飲藥	名词
38	39	五齊	名词
38	40	，	标点（符号）
38	41	未愈	副词
38	42	。	标点（符号）
38	43	"	标点（符号）
39	1	"	标点（符号）
39	2	吏得令	名词
39	3	知官	名词
39	4	起居	动词
39	5	□	标点（符号）
39	6	□	标点（符号）
39	7	叩頭	动词
39	8	勝	名词
39	9	□	标点（符号）
39	10	掾	动词
39	11	門下	s
39	12	□	标点（符号）
39	13	□	标点（符号）
39	14	□	标点（符号）
39	15	□	标点（符号）
39	16	□	标点（符号）
39	17	之	助词
39	18	"	标点（符号）
40	1	所由觀	名词
40	2	之	代词
40	3	所安人	名词
40	4	焉	代词
40	5	叟	名词
40	6	哉	语气助词
40	7	人	名词
40	8	焉	语气词
40	9	叟	名词
42	1	金二來	名词
42	2	五孫	名词
42	3	□	标点（符号）
42	4	吏	名词
44	1	"	标点（符号）
44	2	●	标点（符号）
44	3	吞遠部	名词
44	4	建平	地名
44	5	元年	时间词
44	6	正月	时间词
44	7	官	名词
44	8	茭	名词
44	9	出入	动词
44	10	簿	ng
44	11	"	标点（符号）
45	1	"	标点（符号）
45	2	斗食	名词
45	3	吏三人	名词
45	4	一月	数词
45	5	奉用	名词
45	6	錢	名词
45	7	二千	数词
45	8	七百	数词
45	9	一歲	数词
45	10	奉用	名词
45	11	錢	名词
45	12	三	数词
45	13	萬	数词
45	14	二千	数词
45	15	四百	数词
45	16	"	标点（符号）
46	1	"	标点（符号）
46	2	出	动词
46	3	穈	名词
46	4	子	名词
46	5	一斗	数词
46	6	貸	名词
46	7	鄣	g
46	8	卒	动词
46	9	張	名词
46	10	抹	动词
46	11	十月	时间词
46	12	二日	时间词
46	13	"	标点（符号）
47	1	前	名词
47	2	所	名词
47	3	□	标点（符号）
47	4	□	标点（符号）
47	5	□	标点（符号）
47	6	趣作治	名词
48	1	各行	代词
48	2	行法	名词
48	3	法法	名词
49	1	"	标点（符号）
49	2	二月	数词
49	3	己卯	数词
49	4	鄣	g
49	5	卒	名词
49	6	十人	名词
49	7	其一	代词
49	8	人	数词
49	9	□	标点（符号）
49	10	一人	名词
49	11	削工	名词
49	12	一人	名词
49	13	左	名词
49	14	□	标点（符号）
49	15	一人	名词
49	16	吏養	名词
49	17	"	标点（符号）
50	1	"	标点（符号）
50	2	戊寅	数词
50	3	己卯	数词
50	4	庚辰	nz
50	5	"	标点（符号）
51	1	官	形容词
51	2	關武印	名词
52	1	敢言	名词
52	2	之	代词
52	3	。	标点（符号）
52	4	謹寫	名词
52	5	移	动词
52	6	，	标点（符号）
52	7	唯府	名词
52	8	報	动词
53	1	"	标点（符号）
53	2	□	标点（符号）
53	3	長	动词
53	4	弘	形容词
53	5	安	动词
53	6	弘	动词
53	7	六	动词
53	8	亓	人名
53	9	六	数词
53	10	弘大	名词
53	11		名词
53	12		名词
53	13	弘	形容词
53	14	長	形容词
53	15	長	形容词
53	16	豊	zg
53	17	"	标点（符号）
54	1	"	标点（符号）
54	2	□	标点（符号）
54	3	平	动词
54	4	元	名词
54	5	素	形容词
54	6	罪	名词
54	7	年	名词
54	8	為	动词
54	9	□	标点（符号）
54	10	□	标点（符号）
54	11	以	介词
54	12	可	动词
54	13	死	形容词
54	14	奕	zg
54	15	四	数词
54	16	奉	动词
54	17	為	动词
54	18	夷	名词
54	19	辭	名词
54	20	辭為	名词
54	21	"	标点（符号）
55	1	"	标点（符号）
55	2	甲渠候	名词
55	3	官	名词
55	4	"	标点（符号）
56	1	"	标点（符号）
56	2	□	标点（符号）
56	3	未得	名词
56	4	四月	数词
56	5	盡	动词
56	6	六月	时间词
56	7	積	量词
56	8	三月	数词
56	9	奉用	名词
56	10	錢	名词
56	11	二千	数词
56	12	七百	数词
56	13	，	标点（符号）
56	14	已賦	名词
56	15	畢	副词
56	16	。	标点（符号）
56	17	"	标点（符号）
58	1	"	标点（符号）
58	2	出麥八石	名词
58	3	廩	名词
58	4	如意	动词
58	5	隧卒	名词
58	6	韓充	名词
58	7	等	名词
58	8	四人	名词
58	9	四月	数词
58	10	食	名词
58	11	"	标点（符号）
59	1	"	标点（符号）
59	2	御史大夫	职官
59	3	吉昧	名词
59	4	死言	名词
59	5	：	标点（符号）
59	6	丞相	职官
59	7	相上	名词
59	8	大常昌書言大史	名词
59	9	丞定	名词
59	10	言元康	名词
59	11	五年	时间词
59	12	五月	时间词
59	13	二日	时间词
59	14	壬子	数词
59	15	日	数量词
59	16	夏至	时间词
59	17	，	标点（符号）
59	18	宜寢兵	名词
59	19	。	标点（符号）
59	20	大官	名词
59	21	抒	动词
59	22	井	名词
59	23	、	标点（符号）
59	24	更	动词
59	25	水火	名词
59	26	、	标点（符号）
59	27	進鳴	名词
59	28	雞	名词
59	29	，	标点（符号）
59	30	謁	动词
59	31	以聞	名词
59	32	，	标点（符号）
59	33	布當	名词
59	34	用者	名词
59	35	。	标点（符号）
59	36	●	标点（符号）
59	37	臣	名词
59	38	謹案	名词
59	39	：	标点（符号）
59	40	比	动词
59	41	原泉	名词
59	42	御者	名词
59	43	水衡	名词
59	44	抒	动词
59	45	大官	名词
59	46	御井	名词
59	47	。	标点（符号）
59	48	中	动词
59	49	二千石	人名
59	50	、	标点（符号）
59	51	二千石	人名
59	52	令官	名词
59	53	各抒	i
59	54	別火	名词
59	55	"	标点（符号）
60	1	"	标点（符号）
60	2	●	标点（符号）
60	3	北邊	方位词
60	4	絜	形容词
60	5	令	动词
60	6	第四	数词
60	7	：	标点（符号）
60	8	候長	职官
60	9	、	标点（符号）
60	10	候史	名词
60	11	日	名词
60	12		名词
60	13	及將	名词
60	14	軍吏	名词
60	15	勞	名词
60	16	二日	时间词
60	17	皆當	名词
60	18	三日	时间词
60	19	。	标点（符号）
60	20	"	标点（符号）
61	1	"	标点（符号）
61	2	閏月	时间词
61	3	丁巳	人名
61	4	張掖	地名
61	5	肩	动词
61	6	水城	名词
61	7	尉誼	名词
61	8	以	动词
61	9	近次	名词
61	10	兼行	动词
61	11	都尉	职官
61	12	事下候	名词
61	13	、	标点（符号）
61	14	城尉	名词
61	15	承書	名词
61	16	從	动词
61	17	事	名词
61	18	下當	名词
61	19	用	动词
61	20	者	代词
61	21	，	标点（符号）
61	22	如詔書	名词
61	23	。	标点（符号）
61	24	／	标点（符号）
61	25	守	动词
61	26	卒	名词
61	27	史義	名词
61	28	"	标点（符号）
62	1	"	标点（符号）
62	2	二月	数词
62	3	丁卯	数词
62	4	丞相	职官
62	5	相下車	名词
62	6	騎將	名词
62	7	軍	动词
62	8	、	标点（符号）
62	9	中	名词
62	10	二千石	人名
62	11	、	标点（符号）
62	12	二千石	人名
62	13	、	标点（符号）
62	14	郡	名词
62	15	大守	名词
62	16	、	标点（符号）
62	17	諸候	名词
62	18	相承	动词
62	19	書	动词
62	20	從	动词
62	21	事下	名词
62	22	當用者	名词
62	23	，	标点（符号）
62	24	如詔書	名词
62	25	。	标点（符号）
62	26	少史慶	名词
62	27	，	标点（符号）
62	28	令史	职官
62	29	宜王	人名
62	30	、	标点（符号）
62	31	始	动词
62	32	、	标点（符号）
62	33	長	名词
62	34	"	标点（符号）
63	1	"	标点（符号）
63	2	閏月	时间词
63	3	庚申	数词
63	4	肩水	名词
63	5	士吏	名词
63	6	橫以	名词
63	7	私	形容词
63	8	印行	动词
63	9	候事	名词
63	10	下尉	名词
63	11	、	标点（符号）
63	12	候長	职官
63	13	承書	名词
63	14	從	名词
63	15	事下	名词
63	16	當用者	名词
63	17	，	标点（符号）
63	18	如詔書	名词
63	19	。	标点（符号）
63	20	／	标点（符号）
63	21	令史	职官
63	22	得	动词
63	23	"	标点（符号）
64	1	"	标点（符号）
64	2	三月	数词
64	3	丙午	数词
64	4	張掖長	名词
64	5	史延行	名词
64	6	大守事	名词
64	7	、	标点（符号）
64	8	肩水	名词
64	9	倉長	名词
64	10	湯	名词
64	11	兼行	动词
64	12	丞事下	名词
64	13	屬國	名词
64	14	、	标点（符号）
64	15	農	名词
64	16	、	标点（符号）
64	17	部	名词
64	18	都尉	职官
64	19	小府	名词
64	20	，	标点（符号）
64	21	縣	名词
64	22	官承書	名词
64	23	從	动词
64	24	事	名词
64	25	下當	名词
64	26	用者	名词
64	27	，	标点（符号）
64	28	如詔書	名词
64	29	。	标点（符号）
64	30	／	标点（符号）
64	31	守屬宗	名词
64	32	、	标点（符号）
64	33	助府	名词
64	34	佐定	名词
64	35	"	标点（符号）
65	1	"	标点（符号）
65	2	元康	年号
65	3	五年	时间词
65	4	二月	数词
65	5	癸丑	数词
65	6	朔	名词
65	7	癸亥	数词
65	8	，	标点（符号）
65	9	御史大夫	职官
65	10	吉下	名词
65	11	丞相	职官
65	12	承書	名词
65	13	從	动词
65	14	事	名词
65	15	下當	名词
65	16	用	动词
65	17	者	助词
65	18	，	标点（符号）
65	19	如詔書	名词
65	20	。	标点（符号）
65	21	"	标点（符号）
66	1	"	标点（符号）
66	2	元康	年号
66	3	四年	数词
66	4	六月	时间词
66	5	丁巳	人名
66	6	朔	名词
66	7	庚申	数词
66	8	，	标点（符号）
66	9	左前	方位词
66	10	候長	职官
66	11	禹	名词
66	12	敢言	名词
66	13	之	代词
66	14	。	标点（符号）
66	15	謹移	名词
66	16	戍卒	名词
66	17	貰	名词
66	18	賣	名词
66	19	衣財	名词
66	20	物爰書	名词
66	21	名籍	名词
66	22	一編	名词
66	23	，	标点（符号）
66	24	敢言	名词
66	25	之	助词
66	26	。	标点（符号）
66	27	"	标点（符号）
67	1	"	标点（符号）
67	2	印	动词
67	3	曰	动词
67	4	藺禹	人名
67	5	六月	时间词
67	6	壬戌	数词
67	7	金關	名词
67	8	卒	名词
67	9	延壽以	名词
67	10	來	动词
67	11	候史	名词
67	12	充國	地名
67	13	"	标点（符号）
68	1	"	标点（符号）
68	2	地節	年号
68	3	五年	时间词
68	4	正月	时间词
68	5	丙子	名词
68	6	朔	名词
68	7	丁丑	人名
68	8	，	标点（符号）
68	9	肩水候	名词
68	10	房以	名词
68	11	私印	名词
68	12	行事	名词
68	13	，	标点（符号）
68	14	敢	形容词
68	15	言	名词
68	16	之	代词
68	17	都尉	职官
68	18	府	名词
68	19	。	标点（符号）
68	20	府	名词
68	21	移大守府	名词
68	22	所移	名词
68	23	敦煌	地名
68	24	大守府	名词
68	25	書	名词
68	26	曰	动词
68	27	：	标点（符号）
68	28	故大司	名词
68	29	馬	名词
68	30	博	名词
68	31	"	标点（符号）
69	1	"	标点（符号）
69	2	令史拓	名词
69	3	、	标点（符号）
69	4	尉史義	名词
69	5	"	标点（符号）
70	1	"	标点（符号）
70	2	襄澤	名词
70	3	隧長	职官
70	4	昭	形容词
70	5	武宜	名词
70	6	眾里	名词
70	7	閻樂成	人名
70	8	本始	年号
70	9	三年	数词
70	10	九月	时间词
70	11	辛酉	人名
70	12	除	动词
70	13	"	标点（符号）
71	1	"	标点（符号）
71	2	第	名词
71	3	廿五	数词
71	4	車父	名词
71	5	平陵	地名
71	6	里	名词
71	7	辛盈川	名词
71	8	官具	名词
71	9	弩	名词
71	10	七	数词
71	11	承弩二	名词
71	12	有方	代词
71	13	三	数词
71	14		名词
71	15	矢	动词
71	16	三百五十	名词
71	17		名词
71	18		名词
71	19	千	数词
71	20	五十	数词
71	21	紺	名词
71	22	胡一	名词
71	23	由	动词
71	24		名词
71	25	一	副词
71	26	靳干十	名词
71	27	靳幡十	名词
71	28	弩	名词
71	29		名词
71	30	九	名词
71	31	蘭七	名词
71	32	蘭冠七	名词
71	33	服七	名词
71	34	承弦	名词
71	35	十四	数词
71	36	私劍	名词
71	37	八	数词
71	38	"	标点（符号）
72	1	"	标点（符号）
72	2	肩水候	名词
72	3	官	名词
72	4	莊齋	名词
72	5	印	名词
72	6	二月	数词
72	7	辛酉	人名
72	8	鄣	g
72	9	卒	名词
72	10	壽以	名词
72	11	來	动词
72	12	"	标点（符号）
73	1	"	标点（符号）
73	2	對	名词
73	3	祠具	名词
73	4	雞一	名词
73	5	黍米	名词
73	6	一斗	数词
73	7	稷米	地名
73	8	一斗	数词
73	9	酒	名词
73	10	二斗	数词
73	11	鹽少	名词
73	12	半升	名词
73	13	"	标点（符号）
