ID	词号	词	词性
7	22	四月	数词
7	23	壬戌	数词
7	24	，	标点（符号）
7	25	五月	时间词
7	26	壬辰	数词
7	27	，	标点（符号）
7	28	六月	时间词
7	29	辛酉	人名
7	30	，	标点（符号）
7	31	七月	时间词
7	32	辛卯	数词
7	33	，	标点（符号）
7	34	八月	时间词
7	35	庚申	数词
7	36	，	标点（符号）
7	37	九月	时间词
7	38	庚寅	数词
7	39	，	标点（符号）
7	40	後	名词
7	41	九月	时间词
7	42	己未	数词
7	43	。	标点（符号）
8	1	·	标点（符号）
8	2	十一年	数词
8	3	：	标点（符号）
8	4	十月	时间词
8	5	己丑	名词
8	6	，	标点（符号）
8	7	十一月	数词
8	8	戊午	时间词
8	9	，	标点（符号）
8	10	十二月	数词
8	11	戊子	名词
8	12	，	标点（符号）
8	13	正月	时间词
8	14	丁巳	人名
8	15	，	标点（符号）
8	16	二月	数词
8	17	丁亥	数词
8	18	，	标点（符号）
8	19	三月	数词
8	20	丙辰	名词
8	21	，	标点（符号）
8	22	四月	数词
8	23	丙戌	数词
8	24	，	标点（符号）
8	25	五月	时间词
8	26	丙辰	名词
8	27	，	标点（符号）
8	28	六月	时间词
8	29	乙酉	数词
8	30	，	标点（符号）
8	31	七月	时间词
8	32	丁卯	数词
8	33	，	标点（符号）
8	34	八月	时间词
8	35	甲申	nz
8	36	，	标点（符号）
8	37	九月	时间词
8	38	甲寅	数词
8	39	。	标点（符号）
9	1	·	标点（符号）
9	2	十二年	数词
9	3	：	标点（符号）
9	4	十月	时间词
9	5	癸未	数词
9	6	，	标点（符号）
9	7	十一月	数词
9	8	癸丑	数词
9	9	，	标点（符号）
9	10	十二月	数词
9	11	壬午	数词
9	12	，	标点（符号）
9	13	正月	时间词
9	14	壬子	数词
9	15	，	标点（符号）
9	16	二月	数词
9	17	辛巳	人名
9	18	，	标点（符号）
9	19	三月	数词
9	20	辛亥	数词
9	21	，	标点（符号）
9	22	四月	数词
9	23	庚辰	nz
9	24	，	标点（符号）
9	25	五月	时间词
9	26	庚戌	数词
9	27	，	标点（符号）
9	28	六月	时间词
9	29	己卯	数词
9	30	，	标点（符号）
9	31	七月	时间词
9	32	己酉	数词
9	33	，	标点（符号）
9	34	八月	时间词
9	35	戊寅	数词
9	36	，	标点（符号）
9	37	九月	时间词
9	38	戊申	nz
9	39	。	标点（符号）
10	1	八月	时间词
10	2	癸酉	数词
10	3	，	标点（符号）
10	4	九月	时间词
10	5	壬寅	数词
10	6	，	标点（符号）
10	7	後	名词
10	8	九月	时间词
10	9	壬申	数词
10	10	，	标点（符号）
10	11	六月	时间词
10	12	病免	名词
10	13	。	标点（符号）
11	1	二年	数词
11	2	：	标点（符号）
11	3	十月	时间词
11	4	辛丑	人名
11	5	，	标点（符号）
11	6	十一月	数词
11	7	辛未	人名
11	8	，	标点（符号）
11	9	十二月	数词
11	10	辛丑	人名
11	11	，	标点（符号）
11	12	正月	时间词
11	13	庚午	数词
11	14	，	标点（符号）
11	15	二月	数词
11	16	庚子	nz
11	17	，	标点（符号）
11	18	三月	数词
11	19	己巳	数词
11	20	，	标点（符号）
11	21	四月	数词
11	22	己亥	数词
11	23	，	标点（符号）
11	24	五月	时间词
11	25	戊辰	nz
11	26	，	标点（符号）
11	27	六月	时间词
11	28	戊戌	数词
11	29	，	标点（符号）
11	30	七月	时间词
11	31	丁卯	数词
11	32	，	标点（符号）
11	33	八月	时间词
11	34	丁酉	人名
11	35	，	标点（符号）
11	36	九月	时间词
11	37	丙寅	数词
11	38	。	标点（符号）
12	1	三年	数词
12	2	：	标点（符号）
12	3	十月	时间词
12	4	丙申	nz
12	5	，	标点（符号）
12	6	十一月	数词
12	7	乙丑	名词
12	8	，	标点（符号）
12	9	十二月	数词
12	10	乙未	nz
12	11	，	标点（符号）
12	12	正月	时间词
12	13	甲子	名词
12	14	，	标点（符号）
12	15	二月	数词
12	16	甲午	时间词
12	17	，	标点（符号）
12	18	三月	数词
12	19	癸亥	数词
12	20	，	标点（符号）
12	21	四月	数词
12	22	癸巳	数词
12	23	，	标点（符号）
12	24	五月	时间词
12	25	癸亥	数词
12	26	，	标点（符号）
12	27	六月	时间词
12	28	壬辰	数词
12	29	，	标点（符号）
12	30	七月	时间词
12	31	壬戌	数词
12	32	，	标点（符号）
12	33	八月	时间词
12	34	辛卯	数词
12	35	，	标点（符号）
12	36	九月	时间词
12	37	辛酉	人名
12	38	。	标点（符号）
13	1	四年	数词
13	2	：	标点（符号）
13	3	十月	时间词
13	4	庚寅	数词
13	5	，	标点（符号）
13	6	十一月	数词
13	7	庚申	数词
13	8	，	标点（符号）
13	9	十二月	数词
13	10	己丑	名词
13	11	，	标点（符号）
13	12	正月	时间词
13	13	己未	数词
13	14	，	标点（符号）
13	15	二月	数词
13	16	戊子	名词
13	17	，	标点（符号）
13	18	三月	数词
13	19	戊午	时间词
13	20	，	标点（符号）
13	21	四月	数词
13	22	丁亥	数词
13	23	，	标点（符号）
13	24	五月	时间词
13	25	丁巳	人名
13	26	，	标点（符号）
13	27	六月	时间词
13	28	丙戌	数词
13	29	，	标点（符号）
13	30	七月	时间词
13	31	丙辰	名词
13	32	，	标点（符号）
13	33	八月	时间词
13	34	丙戌	数词
13	35	，	标点（符号）
13	36	九月	时间词
13	37	乙	名词
14	1	卯	名词
14	2	，	标点（符号）
14	3	後	名词
14	4	九月	时间词
14	5	乙酉	数词
14	6	。	标点（符号）
15	1	五年	时间词
15	2	：	标点（符号）
15	3	十月	时间词
15	4	甲寅	数词
15	5	，	标点（符号）
15	6	十一月	数词
15	7	甲申	nz
15	8	，	标点（符号）
15	9	十二月	数词
15	10	癸丑	数词
15	11	，	标点（符号）
15	12	正月	时间词
15	13	癸未	数词
15	14	，	标点（符号）
15	15	二月	数词
15	16	壬子	数词
15	17	，	标点（符号）
15	18	三月	数词
15	19	壬午	数词
15	20	，	标点（符号）
15	21	四月	数词
15	22	辛亥	数词
15	23	，	标点（符号）
15	24	五月	时间词
15	25	辛巳	人名
15	26	，	标点（符号）
15	27	六月	时间词
15	28	庚戌	数词
15	29	，	标点（符号）
15	30	七月	时间词
15	31	庚辰	nz
15	32	，	标点（符号）
15	33	八月	时间词
15	34	己酉	数词
15	35	，	标点（符号）
15	36	九月	时间词
15	37	己卯	数词
15	38	。	标点（符号）
16	1	六年	数词
16	2	：	标点（符号）
16	3	十月	时间词
16	4	戊申	nz
16	5	，	标点（符号）
16	6	十一月	数词
16	7	戊寅	数词
16	8	，	标点（符号）
16	9	十二月	数词
16	10	戊申	nz
16	11	，	标点（符号）
16	12	正月	时间词
16	13	丁丑	人名
16	14	，	标点（符号）
16	15	二月	数词
16	16	丁未	人名
16	17	，	标点（符号）
16	18	三月	数词
16	19	丙子	名词
16	20	，	标点（符号）
16	21	四月	数词
16	22	丙午	数词
16	23	，	标点（符号）
16	24	五月	时间词
16	25	乙亥	数词
16	26	，	标点（符号）
16	27	六月	时间词
16	28	乙巳	数词
16	29	，	标点（符号）
16	30	七月	时间词
16	31	甲戌	数词
16	32	，	标点（符号）
16	33	八月	时间词
16	34	甲辰	名词
16	35	，	标点（符号）
16	36	九月	时间词
16	37	癸酉	数词
16	38	，	标点（符号）
16	39	後	名词
16	40	九月	时间词
17	1	癸卯	数词
17	2	。	标点（符号）
18	1	七年	数词
18	2	：	标点（符号）
18	3	十月	时间词
18	4	壬申	数词
18	5	，	标点（符号）
18	6	十一月	数词
18	7	壬寅	数词
18	8	，	标点（符号）
18	9	十二月	数词
18	10	辛未	人名
18	11	，	标点（符号）
18	12	正月	时间词
18	13	辛丑	人名
18	14	，	标点（符号）
18	15	二月	数词
18	16	庚午	数词
18	17	，	标点（符号）
18	18	三月	数词
18	19	庚子	nz
18	20	，	标点（符号）
18	21	四月	数词
18	22	庚午	数词
18	23	，	标点（符号）
18	24	五月	时间词
18	25	己亥	数词
18	26	，	标点（符号）
18	27	六月	时间词
18	28	己巳	数词
18	29	，	标点（符号）
18	30	七月	时间词
18	31	戊戌	数词
18	32	，	标点（符号）
18	33	八月	时间词
18	34	戊辰	nz
18	35	，	标点（符号）
18	36	九月	时间词
18	37	丁酉	人名
18	38	。	标点（符号）
19	1	月	名词
19	2	癸巳	数词
19	3	，	标点（符号）
19	4	八月	时间词
19	5	壬戌	数词
19	6	，	标点（符号）
19	7	九月	时间词
19	8	壬辰	数词
19	9	。	标点（符号）
20	1	庚寅	数词
20	2	，	标点（符号）
20	3	二月	数词
20	4	己未	数词
20	5	，	标点（符号）
20	6	三月	数词
20	7	己丑	名词
20	8	，	标点（符号）
20	9	四月	数词
20	10	戊午	时间词
20	11	，	标点（符号）
20	12	五月	时间词
20	13	戊子	名词
20	14	，	标点（符号）
20	15	六月	时间词
20	16	丁巳	人名
20	17	，	标点（符号）
20	18	七月	时间词
20	19	丁亥	数词
20	20	，	标点（符号）
20	21	八月	时间词
20	22	丙辰	名词
20	23	，	标点（符号）
20	24	九月	时间词
20	25	丙戌	数词
20	26	，	标点（符号）
20	27	後	副词
20	28	九月	时间词
20	29	乙	名词
21	1	■	标点（符号）
21	2	二年	数词
21	3	律令	名词
22	1	以	连词
22	2	城邑	地名
22	3	亭障	名词
22	4	反	形容词
22	5	，	标点（符号）
22	6	降諸侯	名词
22	7	，	标点（符号）
22	8	及守	名词
22	9	乘	动词
22	10	城亭障	名词
22	11	，	标点（符号）
22	12	諸侯人來	名词
22	13	攻盜	名词
22	14	，	标点（符号）
22	15	不	副词
22	16	堅守	动词
22	17	而棄	名词
22	18	去	动词
22	19	之	代词
22	20	若	连词
22	21	降	动词
22	22	之	代词
22	23	，	标点（符号）
22	24	及謀	名词
22	25	反者	名词
22	26	，	标点（符号）
22	27	皆	副词
23	1	腰	名词
23	2	斬	动词
23	3	。	标点（符号）
23	4	其	代词
23	5	父母	名词
23	6	、	标点（符号）
23	7	妻子	名词
23	8	、	标点（符号）
23	9	同產	名词
23	10	，	标点（符号）
23	11	無少長	名词
23	12	皆	副词
23	13	棄市	动词
23	14	。	标点（符号）
23	15	其	代词
23	16	坐謀	名词
23	17	反者	名词
23	18	，	标点（符号）
23	19	能	动词
23	20	徧	名词
23	21	捕	动词
23	22	，	标点（符号）
23	23	若先	名词
23	24	告吏	名词
23	25	，	标点（符号）
23	26	皆	副词
23	27	除	动词
23	28	坐者	名词
23	29	罪	名词
23	30	。	标点（符号）
24	1	來	动词
24	2	誘及	名词
24	3	為	动词
24	4	閒者	名词
24	5	，	标点（符号）
24	6	磔	动词
24	7	。	标点（符号）
24	8	亡	动词
24	9	之	代词
25	1	賊	动词
25	2	燔	动词
25	3	城	名词
25	4	、	标点（符号）
25	5	官府	名词
25	6	及縣	名词
25	7	官積	名词
25	8	聚	名词
25	9	，	标点（符号）
25	10	棄市	动词
25	11	。	标点（符号）
25	12	賊	动词
25	13	燔	名词
25	14	寺	动词
25	15	舍	名词
25	16	、	标点（符号）
25	17	民	名词
25	18	[	标点（符号）
25	19	室	名词
25	20	]	标点（符号）
25	21	[	标点（符号）
25	22	屋	名词
25	23	]	标点（符号）
25	24	[	标点（符号）
25	25	廬	名词
25	26	]	标点（符号）
25	27	[	标点（符号）
25	28	舍	名词
25	29	]	标点（符号）
25	30	、	标点（符号）
25	31	[	标点（符号）
25	32	積	动词
25	33	]	标点（符号）
25	34	[	标点（符号）
25	35	聚	动词
25	36	]	标点（符号）
25	37	，	标点（符号）
25	38	[	标点（符号）
25	39	黥	动词
25	40	]	标点（符号）
25	41	為	动词
25	42	城旦	地名
25	43	舂	名词
25	44	。	标点（符号）
25	45	其	助词
25	46	失火	动词
25	47	延	动词
25	48	燔	动词
25	49	之	助词
25	50	，	标点（符号）
25	51	罰金四	名词
25	52	兩	量词
25	53	，	标点（符号）
25	54	[	标点（符号）
25	55	債	名词
25	56	]	标点（符号）
26	1	所	助词
26	2	燔	动词
26	3	。	标点（符号）
26	4	鄉部	名词
26	5	、	标点（符号）
26	6	官嗇夫	名词
26	7	、	标点（符号）
26	8	吏主者	名词
26	9	弗得	名词
26	10	，	标点（符号）
26	11	罰金	名词
26	12	各二兩	名词
26	13	。	标点（符号）
27	1	船人渡	名词
27	2	人而流	名词
27	3	殺	动词
27	4	人	副词
27	5	，	标点（符号）
27	6	耐	动词
27	7	之	代词
27	8	；	标点（符号）
27	9	船嗇夫	名词
27	10	、	标点（符号）
27	11	吏主者	名词
27	12	贖	动词
27	13	耐	动词
27	14	。	标点（符号）
27	15	其殺	名词
27	16	馬	名词
27	17	牛及	名词
27	18	傷人	名词
27	19	，	标点（符号）
27	20	船人	名词
27	21	贖	名词
27	22	耐	动词
27	23	；	标点（符号）
27	24	船嗇夫	名词
27	25	、	标点（符号）
27	26	吏贖遷	名词
27	27	。	标点（符号）
27	28	其敗亡	名词
28	1	粟米	人名
28	2	它物	名词
28	3	，	标点（符号）
28	4	出其半	名词
28	5	，	标点（符号）
28	6	以半負	名词
28	7	船人	名词
28	8	。	标点（符号）
28	9	舳	x
28	10	艫	g
28	11	[	标点（符号）
28	12	負	名词
28	13	]	标点（符号）
28	14	[	标点（符号）
28	15	二	数词
28	16	]	标点（符号）
28	17	，	标点（符号）
28	18	[	标点（符号）
28	19	徒	名词
28	20	]	标点（符号）
28	21	[	标点（符号）
28	22	負	动词
28	23	]	标点（符号）
28	24	[	标点（符号）
28	25	一	副词
28	26	]	标点（符号）
28	27	；	标点（符号）
28	28	其	代词
28	29	可	动词
28	30	紐	名词
28	31	繫	名词
28	32	而	连词
28	33	亡	动词
28	34	之	助词
28	35	，	标点（符号）
28	36	盡負	名词
28	37	之	助词
28	38	，	标点（符号）
28	39	舳	x
28	40	艫	g
28	41	亦	副词
28	42	負二	名词
28	43	，	标点（符号）
28	44	徒負	名词
28	45	一	数词
28	46	；	标点（符号）
28	47	罰船	名词
28	48	嗇	名词
29	1	夫	名词
29	2	、	标点（符号）
29	3	吏金	名词
29	4	各	形容词
29	5	四	数词
29	6	兩	量词
29	7	。	标点（符号）
29	8	流殺	名词
29	9	傷人	名词
29	10	，	标点（符号）
29	11	殺馬牛	名词
29	12	，	标点（符号）
29	13	又	副词
29	14	亡	动词
29	15	粟米	人名
29	16	它物者	名词
29	17	，	标点（符号）
29	18	不負	动词
29	19	。	标点（符号）
30	1	偽寫	名词
30	2	皇帝	名词
30	3	信璽	名词
30	4	、	标点（符号）
30	5	皇帝	名词
30	6	行璽	名词
30	7	，	标点（符号）
30	8	腰	名词
30	9	斬	名词
30	10	以	连词
30	11	徇	动词
30	12	。	标点（符号）
31	1	偽寫	名词
31	2	徹侯印	名词
31	3	，	标点（符号）
31	4	棄市	动词
31	5	；	标点（符号）
31	6	小	形容词
31	7	官印	名词
31	8	，	标点（符号）
31	9	完為	名词
31	10	城旦	地名
31	11	舂	名词
32	1	矯制	名词
32	2	，	标点（符号）
32	3	害者	名词
32	4	，	标点（符号）
32	5	棄市	动词
32	6	；	标点（符号）
32	7	不害	名词
32	8	，	标点（符号）
32	9	罰金四	名词
32	10	兩	量词
32	11	。	标点（符号）
33	1	諸上	名词
33	2	書及	名词
33	3	有言	名词
33	4	也	语气词
33	5	而	连词
33	6	謾	名词
33	7	，	标点（符号）
33	8	完為	名词
33	9	城旦	地名
33	10	舂	名词
33	11	。	标点（符号）
33	12	其誤	名词
33	13	不審	名词
33	14	，	标点（符号）
33	15	罰金四	名词
33	16	兩	数词
33	17	。	标点（符号）
34	1	為	动词
34	2	偽書者	名词
34	3	，	标点（符号）
34	4	黥	名词
34	5	為	动词
34	6	城旦	地名
34	7	舂	名词
34	8	。	标点（符号）
35	1	諸詐	名词
35	2	增	动词
35	3	減券書	名词
35	4	，	标点（符号）
35	5	及	动词
35	6	為	动词
35	7	書	动词
35	8	故詐	名词
35	9	弗	副词
35	10	副	动词
35	11	，	标点（符号）
35	12	其以	名词
35	13	避	名词
35	14	負償	名词
35	15	，	标点（符号）
35	16	若	副词
35	17	受賞	动词
35	18	賜	动词
35	19	財物	名词
35	20	，	标点（符号）
35	21	皆	副词
35	22	坐贓	动词
35	23	為	动词
35	24	盜	动词
35	25	。	标点（符号）
35	26	其以	名词
35	27	避論	名词
35	28	，	标点（符号）
35	29	及	动词
35	30	所	动词
35	31	不當	副词
36	1	得	动词
36	2	為	动词
36	3	，	标点（符号）
36	4	以所	名词
36	5	避罪	名词
36	6	罪	名词
36	7	之	助词
36	8	。	标点（符号）
36	9	所避	名词
36	10	毋	副词
36	11	罪名	名词
36	12	，	标点（符号）
36	13	罪名	名词
36	14	不盈	名词
36	15	四	名词
36	16	兩	量词
36	17	，	标点（符号）
36	18	及	连词
36	19	毋避	名词
36	20	也	语气助词
36	21	，	标点（符号）
36	22	皆	副词
36	23	罰	动词
36	24	金四	名词
36	25	兩	量词
36	26	。	标点（符号）
37	1	毀封	名词
37	2	，	标点（符号）
37	3	以	介词
37	4	它	代词
37	5	完	名词
37	6	封印	人名
37	7	印之	名词
37	8	，	标点（符号）
37	9	耐為隸	名词
37	10	臣妾	名词
37	11	。	标点（符号）
38	1	□	标点（符号）
38	2	□	标点（符号）
38	3	□	标点（符号）
38	4	而誤	名词
38	5	多少	数词
38	6	其實	副词
38	7	，	标点（符号）
38	8	及誤	名词
38	9	脫字	名词
38	10	，	标点（符号）
38	11	罰金	名词
38	12	一	数词
38	13	兩	数量词
38	14	。	标点（符号）
38	15	誤	动词
38	16	，	标点（符号）
38	17	其事	代词
38	18	可	动词
38	19	行者	名词
38	20	，	标点（符号）
38	21	勿論	名词
38	22	。	标点（符号）
39	1	有	连词
39	2	挾毒	名词
39	3	矢	名词
39	4	若	连词
39	5	堇	名词
39	6	毒	形容词
39	7	、	标点（符号）
39	8	1	标点（符号）
39	9	，	标点（符号）
39	10	及	动词
39	11	和	介词
39	12	為	动词
39	13	堇	名词
39	14	毒者	名词
39	15	，	标点（符号）
39	16	皆	副词
39	17	棄市	动词
39	18	。	标点（符号）
39	19	或命	名词
39	20	1	标点（符号）
39	21	謂	动词
39	22	鼷	名词
39	23	毒	形容词
39	24	。	标点（符号）
39	25	詔所令	名词
39	26	縣官	名词
39	27	為挾	名词
39	28	之	助词
39	29	，	标点（符号）
39	30	不用	动词
39	31	此律	名词
39	32	。	标点（符号）
40	1	？	标点（符号）
40	2	吏緣	名词
40	3	邊縣	名词
40	4	道	名词
40	5	，	标点（符号）
40	6	得	动词
40	7	和	动词
40	8	為	动词
40	9	毒	名词
40	10	，	标点（符号）
40	11	毒矢	名词
40	12	謹藏	名词
40	13	。	标点（符号）
40	14	節追外	名词
40	15	蠻夷盜	名词
40	16	，	标点（符号）
40	17	以假	名词
40	18	之	代词
40	19	，	标点（符号）
40	20	事	名词
40	21	已輒	名词
40	22	收藏	动词
40	23	。	标点（符号）
40	24	匿及	名词
40	25	弗歸	名词
40	26	，	标点（符号）
40	27	盈	形容词
40	28	五日	时间词
40	29	，	标点（符号）
40	30	以律論	名词
40	31	。	标点（符号）
41	1	諸食脯	名词
41	2	肉	名词
41	3	，	标点（符号）
41	4	脯	名词
41	5	肉	名词
41	6	毒	动词
41	7	殺	动词
41	8	、	标点（符号）
41	9	傷	动词
41	10	、	标点（符号）
41	11	病人	名词
41	12	者	助词
41	13	，	标点（符号）
41	14	亟盡熟	名词
41	15	燔	动词
41	16	其餘	名词
41	17	。	标点（符号）
41	18	其縣	名词
41	19	官脯	名词
41	20	肉	名词
41	21	也	语气词
41	22	，	标点（符号）
41	23	亦	副词
41	24	燔	动词
41	25	之	动词
41	26	。	标点（符号）
41	27	當	动词
41	28	燔	动词
41	29	弗	副词
41	30	燔	动词
41	31	，	标点（符号）
41	32	及吏	名词
41	33	主者	名词
41	34	，	标点（符号）
41	35	皆	副词
41	36	坐脯	名词
41	37	肉臟	名词
41	38	，	标点（符号）
41	39	與	介词
41	40	盜	动词
41	41	同法	名词
41	42	。	标点（符号）
42	1	賊	名词
42	2	殺	动词
42	3	人	名词
42	4	，	标点（符号）
42	5	鬬	zg
42	6	而	连词
42	7	殺	动词
42	8	人	名词
42	9	，	标点（符号）
42	10	棄市	动词
42	11	。	标点（符号）
42	12	其過	名词
42	13	失及	名词
42	14	戲而	名词
42	15	殺	动词
42	16	人	名词
42	17	，	标点（符号）
42	18	贖死	名词
42	19	；	标点（符号）
42	20	傷人	名词
42	21	，	标点（符号）
42	22	除	动词
42	23	。	标点（符号）
43	1	謀賊	名词
43	2	殺	动词
43	3	、	标点（符号）
43	4	傷人	名词
43	5	，	标点（符号）
43	6	未殺	名词
43	7	，	标点（符号）
43	8	黥	动词
43	9	為	动词
43	10	城旦	地名
43	11	舂	名词
43	12	。	标点（符号）
44	1	[	标点（符号）
44	2	賊	动词
44	3	]	标点（符号）
44	4	殺人	名词
44	5	，	标点（符号）
44	6	及	介词
44	7	與	连词
44	8	謀者	名词
44	9	，	标点（符号）
44	10	皆	副词
44	11	棄市	动词
44	12	。	标点（符号）
44	13	未殺	名词
44	14	，	标点（符号）
44	15	黥	名词
44	16	為	动词
44	17	城旦	地名
44	18	舂	名词
44	19	。	标点（符号）
45	1	鬬	zg
45	2	傷人	名词
45	3	，	标点（符号）
45	4	而	名词
45	5	以傷	名词
45	6	辜二旬	名词
45	7	中	名词
45	8	死	动词
45	9	，	标点（符号）
45	10	為	动词
45	11	殺	动词
45	12	人	代词
45	13	。	标点（符号）
46	1	賊	名词
46	2	傷人	名词
46	3	，	标点（符号）
46	4	及	动词
46	5	自賊	名词
46	6	傷以	名词
46	7	避事者	名词
46	8	，	标点（符号）
46	9	皆	副词
46	10	黥	名词
46	11	為	动词
46	12	城旦	地名
46	13	舂	动词
46	14	。	标点（符号）
47	1	謀賊	名词
47	2	殺	动词
47	3	、	标点（符号）
47	4	傷人	名词
47	5	，	标点（符号）
47	6	與	介词
47	7	賊	动词
47	8	同法	名词
47	9	。	标点（符号）
48	1	鬬	zg
48	2	而	连词
48	3	以	介词
48	4	釰	名词
48	5	及	连词
48	6	金	形容词
48	7	鐡	zg
48	8	銳	名词
48	9	、	标点（符号）
48	10	錘	量词
48	11	、	标点（符号）
48	12	椎傷	名词
48	13	人	名词
48	14	，	标点（符号）
48	15	皆	副词
48	16	完為	名词
48	17	城旦	地名
48	18	舂	名词
48	19	。	标点（符号）
48	20	其非用	名词
48	21	此物	代词
48	22	而	连词
48	23	2	标点（符号）
48	24	人	名词
48	25	，	标点（符号）
48	26	折	动词
48	27	枳	名词
48	28	、	标点（符号）
48	29	齒	名词
48	30	、	标点（符号）
48	31	指	名词
48	32	，	标点（符号）
48	33	胅	动词
48	34	體	名词
48	35	，	标点（符号）
48	36	斷决	名词
48	37	鼻	名词
