Id	释文
76	"戍卒居延昌里石恭，三年署居延代田亭，亖年署武成 ，                            二月丁丑自取。
隧，五年因署受絮八斤。𠀢
77	教，令翔思念，如實事具白。
78	□下餔時，□□攻壞第十二钆……力不
79	始建國三年餘計緹紺胡二十亖 。  建國亖年毋出入
80	鳳二年六月丙寅，甲溝鄣
81	建國五年亖月己酉朔乙卯，第三钆長
82	新始建國地皇上戊三年正月戊子朔戊申，甲溝鄣守候
83	始建國五年
84	物色年，追捕之。令候長、丞、尉數推索，有無□
85	第桼隧卒梁多
86	第七钆卒馮嚴，  四月食三石三斗三升少。
87	·敬授民時，曰揚榖，咸趨南
88	行候文書事，敢言之
89	鄣守候弘，敢言
90	候詡告尉，即日遣吞遠
91	去，戎等曰可,月十桼
92	以辤出内
93	守候弘
94	□承弦亖百亖。
95	□會月朔、十日、廿日
96	□班行塞，徼亖時
97	吞遠候長焦弘，   九月祿縣
98	□□負償逋未入者，□
99	"君都肉二十斤
□子張肉十斤"
100	"候長□肺三百
□□牛頭五百"
101	朢桐钆長傅育詣官廪三月食，
102	□□除西面□□□
103	+·病死缺
104	第三钆長賈
105	□□三月甲子……
106	"第□钆長刑□     ……           
空其□□□□□   ……□泉□二十□"
107	賢，年三十五
108	出賦泉千八百
109	钆卒宋堅
110	廪故萬歲士吏張循九月
111	□謹寫移
112	爰書自證，敢言
113	十一石四斗
114	升少，  亖月壬申
115	□吏□□將詣居
116	呂尚桼月重一，八月壬申自取一。桼月癸卯卒張並取。史監入脂穀桼斗五升，廪望桐隊長傅育十二食。
117	案部吏卒毋嫁娶過令者，敢言之
118	"        王士吏未到，未知來時。  钆長傅育未到，今白召之。
吏未到名。钆長王良未到，今日當到。
        钆長常業未到，未知來時。  通辨之，請辨白。"
119	臨桐钆長宗，見
120	"始建國二年十月癸巳朔乙卯，城倉丞□移甲溝候官令史，鄣卒周仁等＝卌一人，省作府，以府
記廪城倉，用粟百卅六石。令史□□曰：卒馮喜等十四人廪五月盡八月，＝皆遣，不當"
121	"居延倉丞。
                尉史崇發，行事□□
十月戊午，卒同以來。"
122	"      取□米
卒陳萬。又取粟桼斗，   九月□□日
      又取青黍五斗"
123	"卒……                   卪
□□□取粟四斗六□□三□  卪"
124	"故甲渠候官第十八钆長公乘張護
始建國□年功勞案"
125	"□□□□□□胡君幸休。鄭偉君·問钆長孫詡，三月中病苦寒炅
□□□□□□□不隨事，書中
謹以用君□□□□
問郭次都錢墨城毋不取。叩頭"
126	"問符子阿，叩=頭=，病少病钋
已算在内，又迫都吏□心
民曰諸小物請遣入持來
君掾"
127	"建始三年二月癸丑朔丙子，城北钆長□敢言之……
已傅亭驛移如牒，敢言之"
128	甲渠北□決□□□悲日中□
129	钆長陽奉登
130	塞有秩候長，昭武高昌里公乘鞏
131	吏十六人，  用粺米四斗八升，  用梁
132	□受候官倉
133	札長尺二寸，當三編
134	出賦錢六百，  給萬歲候長王鳳十月奉
135	……臨利里董並，年廿四。
136	度用梁粟一石
137	□……□□南界北盡第廿四钆北界，毋人馬蘭越塞天田出入迹
138	出錢十五萬九千四百八十……人，積二百□□□
139	出賦錢四百八十，  受佐史物故奉還□□□前□廿四日
140	□月丁酉鉼庭候史忠受掾常。     稾矢廿四
141	戍卒貰賣衣財物它官尉史□所，言府。  ·一事集封
142	……七百八十□大
143	"              ……
駟朢钆长王武
              ……"
144	出錢二百八十八，給鄣卒□□
145	遣之官，書
146	"十丈二尺 
萬三千卌尺"
147	钌塞尉□
148	年四月己酉朔己
149	□□令史□□閲簿多亭名五，通塞
150	甲渠候官
151	甲渠塞尉、候長
152	凡馬粟□千三百卌二石二斗四升。
153	出粟一石四斗六升大，  攝食新除佐史二人，積廿二日
154	出粟二百七十一石二斗，  攝食候長、候史私馬廿匹，積千七百六十匹
155	永始二年正月盡三月賦錢出入簿。
156	"             沙钍釜一，破。   卒皮虚自言：□□□
第卅二钆長田宮
             毋牛屎索。"
157	永始二年五月乙酉朔丙午，甲渠鄣候護敢言之。
158	掾林、令史、譚尉史臨□。
159	"             毋牛屎索。
第卅一隊長孟並，
             大薪四□不狀□"
160	"   四月乙卯卒王宫迹，盡甲子，積十日。  四月乙亥卒許柱迹，甲申，積十日。
+·
   四月乙丑卒鄧祿迹，盡甲戌，積十日。  凡迹積卅日，毋人馬蘭越塞天田出入迹。"
161	推木部吏九人 ，   出……
162	□□□□□□□護敢言之。
163	"□延水，承書□……下當用者，以道次傳，别書相報，
□□□□相報□□□    ／掾延壽、屬定、佐安道"
164	最凡雞九十枚
165	"□□□□□□□□□□國里大夫□□□自占書功勞，秩百石，  頗 知律令文。
□□□□甲渠候官□有秩候長，一歲五月十二日
候長□一歲五月十二日
十二月乙丑□□□    □□□"
166	……九月甲戌，钆長華……
167	"            第卅□吏石□百錢。  ……三百
□□钆主名
             不侵钆吏□□□三百。"
168	……七月大，八月小，九月小，十月大，十一月小，十二月大，正月小，＝二月大，三月小。
169	"四月大，五月小，六月大，七月小，八月大，九月小，十月大，十一＝
月小，十二月大，正月小，二月大。"
170	出粟小石九石六斗， 丿 鴻嘉二年六月辛卯，甲渠候官令史……傳＝柱馬食。
171	甲渠戍卒，淮陽始□□寧□    自言：責箕山钆長周祖，從與貸錢千，＝已得六百，少四百。
172	"……李遵 十七人□出□□頃□□□□□知
出石芹，董山，黄禁，郭政，范臨……
……吳崇   畢毋有王□張□孫□□□□
……梁…… 公武得任林之泉，故□□"
173	"□六人□      三人，木工
……          養，二人
……          五百，一人
□□□□□□  □□，一人"
174	……伏地再拜，敢言之。
175	朔前言
176	□候
177	夙吞遠隧長
178	□遣遣之，遣之。谨
179	書□□□□□
180	白  報，到  具吏
181	"                   二月壬子，見
入奴惠峩粟□□一通。          
                   收□"
182	候長敞言□□钆卒陳祟，迺□病傷汗頭钎，抚□□即日加□，腹
183	九月毋餘粟□□一百三十石
184	"       ……疆
       ……但得□
……   毋所言次中等五人
       ……房□□"
185	  三月四日
186	"……  二月，積二石……
……  未得，音不知……"
187	□□□居延
188	度用豉半斗
189	上湯以
190	出粟少石八斗
191	□□居延不侵候長除補
192	戍卒王並，
193	□騎吏長□
194	□河車□□□……
195	居延獄
196	钆
197	   史
198	 □□十斛
199	■右茹出二百六十一
200	……遣以□□□□
201	"食□□  □□  □長□  故吏進    食吞遠  
候長□  士吏  史□□  候長□□  攝食候長"
202	   三月□酒泉□關
203	□□□□□□□□□□一
204	六石具弩。  ·一事一封
205	壁，  除土
206	□□人□戍□□□
207	□□男官□□
208	"子眉足下，頃  
□□□□"
209	年二月丙辰朔
210	督尉屬騎
211	丑  倉迺
212	蘭
213	史掾。佐鳳
214	……書
215	□□□西毋
216	始建國五年九月丙午朔乙亥，第二十三钆長宏敢言之，謹移所自占書功勞墨將名籍一編，敢言之。
217	第三钆卒王譚，    十月食三石三斗三升少。 九月己卯自取。  卩
218	收虜钆卒薛猛，    十月食三石三斗三升。  九月庚辰自取。  卩
219	八月戊戌，甲溝鄣候  敢言之，謹寫移，敢言之。
220	充辭曰：上造河東安邑龐氏里，年二十桼歲，姓梁氏。
221	钏為解，毋狀當教。以新除故，請財適三百里，以戒後。
222	出所負農都尉屬陳宣錢二千。建昭四年十一月壬子，市陽里呂敞付。辭□
223	負五算。    率所負半算，奇一算半算。
224	茭積別簿一編，敢言之
225	六歲，高五尺八寸。  中。今中。
226	收虜钆卒□並，    十月食三石
227	"  官袍一領，甲。    官裘一領，甲。
  官襲一領，甲。    官絝一兩，在亭。"
228	"執胡卒霍秀 ，制虜卒□□ ，驚虜卒韓陽，吞遠卒趙宜，次吞卒張多，萬年卒王歆，
執胡卒徐業，制虜卒宋成□，吞遠卒張並，吞北卒魏便，次吞卒范同， 萬年卒孫級，
執胡卒夏良，驚虜卒張連，吞遠卒周並，吞北卒宋同，次吞卒張臨，平虜卒徐永，
制虜卒史弘，驚虜卒李咸，吞遠卒賈良， 吞北卒嚴鳳 ，萬年卒馮勉，平虜卒闞钅。"
229	"急就奇觚予衆異,羅列諸物名姓字,分别部
居不雜厠。用日約少誠快意，勉力務之必有熹。請道其章："
230	宋延年、鄭子方、衛益壽、
231	"     笥 一合 ， 
           小盤十三枚，
 枚， 小樽一合，  
          案亖枚，     
     小杯三枚，
           餔比一枚， 
     中盤三枚，"
232	"朔乙酉，萬歲候長宗敢言之。官下名捕詔書曰：清河不知何七男＝子，共賊燔男子李
強盜兵馬，及不知何男子凡六十九人，黠謀更□□□怨攻盜賊，燔人＝舍，攻亭"
233	"                  候史一人，  鐵鎧  五，三石具
甲渠第廿六钆北到   钆長一人，  鐵鍉瞀五，弩钐
第廿七钆，二里百八十一步。  卒三人，  六石具弩三，  系承
               凡吏卒五人。   五石具弩一  枲"
234	"史、尉史分將詣殄北第七钆，會八月晦日平旦。廪=已詣作所，
卒常會晦日旦。殄北第七钆廪以月旦，交代罷"
235	"給元年十二月辛丑盡二年三月積三
償元年五月庚辰盡八月積三月
二石三斗"
236	子子
237	"朔庚辰□□□
編，敢言之。"
238	"少，償元年五月庚辰盡七月積二月廿一日食
年十二月盡二年三月積四月，小畜直月六斗
升少"
239	"□ 驚虜钆長晦日召……   
□ 吞遠候史不在署□□□"
240	"察微隧長……
驗問收責，遣范卿送致邑中舍，叩=頭="
241	"五月丙申
五月丙申
五月丙申
五月丙申"
242	"二月丙辰，居延令彊、守丞
令史亟遣吏送詣里所，毋"
243	"長並敢言之，負士吏
為信，敢言之。"
244	"始建國二年十月丁巳
移卒廪名籍一"
245	"葦席五枚，廣七尺，長九
省能作葦席及蒲席"
246	三石三斗三升少。  卩
247	  十月食三石三斗三升少。
248	□甲渠官。
249	·右五命上大夫增勞名籍。
250	"同產子，皆得以為嗣，繼統
……"
251	—石二斗給柱馬食 。   □□
252	陽朔元年八月□戌，    臨桐钆長誼
253	用穀三十三石三斗三升少  。
254	六月辛亥，卒廿七人。
255	出書繩百斤，  泉九百亖十。  始建國天鳳一年十一月庚
256	·第十部建始三年四月
257	"朔己酉，不侵
成各如牒□"
258	□二年三月戊寅，鉼庭候長永
259	地皇上戊三年以前，以令
260	將廪  第
261	第十候長陽丘
262	伐胡钆長胡政，  桼年五月十日
263	生姓
264	……永光元年四月，施刑徒
265	"                  候一人六千。        令史三人，二千七百。
五鳳四年八月奉祿簿。 尉一人二千，        尉史四人，二千四百。 凡□……
                  士吏三人，三千六百。  候史九人，其一人，候史拓有劾、五千四百。  □"
266	建始三年九月
267	建平五年七月
268	令……钑櫝一具直。   始建國天鳳一年六月乙亥，掾常付不侵候長＝蕭
269	以儌迹為職，迺建昭三年十二
270	□◆始建國天鳳二年三月候長
271	"    新始建國天鳳上戊
□◆
    □年□月戍卒完"
272	"飯六斗，直六千。    陽朔四年
□肦及狗肉，直卌。
□              陽朔□"
273	陽朔□年九月乙未，居延
274	"元壽二年五月癸亥
部钆，作治已成，未"
275	"□□□□□
□□□卒□"
276	拜  再  拜……
277	"五月不肥命，   天候在中。  五月移徙吉凶，  西北殷光。
□功□□□   ……      吏卒失亡，    正北吉昌。"
278	始建  始建國天風  始建
279	□驗明，數告
280	候長等各循行部，嚴告吏卒，明畫天田，謹迹候。常
281	□罰金亖兩。
282	钅給卒二月食。
283	尉、六遂大夫，州郡茭盡，部卒已遣，卒□□□
284	◆甲渠鄣六石具弩一，完。
285	◆甲渠鄣六石具弩一，完。
286	如律令
287	  亖  三
288	"四月中用錢六百五□□
日竟"
289	至十月中狗穀□
290	·功令第卌五：钏隊長
291	候長蒲
292	第一□□□
293	居延甲渠高沙隧長，居延
294	"  封破
□甲渠□"
295	七月十一日積十二日
296	隧吏詣官·尉何許不言解
297	墨將名籍一編，
298	官□臨傍今□□
299	"□若為尉曹吏□□□□□
可縣內吏書口遲汝及張佐□麴轂下
隨誠耳，君邑=以楷模教□□□□□□
遠心近室，上示□"
300	"六月四日□□□□□□□□
□獨焦心□□□舉身在羅罔，誠幸為過塞 
□□今承□地□□作此輩甚蒙□□□
叩頭，悉言白。"
301	"六月戊辰□□第四□□
□□□廪□□□□□"
302	"·	最倉三所"
303	"    ———
□戊       壬
    丑酉申
          □"
304	令候上毋直
305	□百三十三石八斗五升少
306	有它急□
307	中可□□□
308	第十候長相召詣官，四月辛酉餔時入。
309	行塞，兵弩多邊戾，上下蜚淵有钒弽，勝負一分□
310	月中除為甲渠不侵隊長，譚迺二
311	隧長徐良青馬衣—，直千五百。
312	"……，直錢二百八十。           戍卒二月
出粟一石五斗，直錢百卅            
王□□出栗二石七斗，直錢二百八十。"
313	七，匽檢部一，以松  若萩，廣三寸三
314	史史
315	□□□者天寒
316	"     殄北
得        
     卅井"
317	貰賣皁絝一兩
318	誠北部主隧八所，吏九人，卒廿四人。
319	九尺高皆
320	"其二百卅五石米糒。    
□百卌七石八斗九升少粟"
321	孤山候長季□
322	狀何如，審如賢言。它賢所追野橐
323	丈一尺，厚皆
324	將部卒李忠等
325	山林，燔草為灰，縣鄉所□□□
326	南□
327	百六十
328	□皆屬候長蔡钅，候史李宗
329	北書一封。丿  大守章詣府。
330	以赦今免為庶人名籍。
331	    毋出入
332	移尉，丞行塞，驗問第廿九钆長王禹
333	……長脩車父功孫樂
334	詡詣居延□□
335	□泉五十，  十一月己未
336	辭以定，滿三日
337	    亭
338	月吏卒名籍
339	立以車
340	簿
341	大守府
342	□簿
343	後夫以故相放效，
344	出麥十二□
345	過六，賜勞矢十五日。
346	出入塞書
347	定當坐者
348	候長王憲
349	□◆稍入簿。
350	"    □□稍入錢
□◆
    出入簿。"
351	"居延都尉德，謂甲渠塞□□，寫移書到，驗問
如律令。           掾仁"
352	乙丑日迹盡甲午，積卅
353	一編，唯府令
354	部作治
355	□張傰
356	尉一人，正月
357	武賢隧
358	□中室
359	資廉能之口
360	"□□出粟二石二斗，直錢百七十
□□□出粟二石四斗，直錢百九十"
361	甲渠鄣候
362	月癸丑盡壬
363	年五月中
364	居延前
365	·右凡卒十四人
366	朔己巳，甲溝鄣候放敢言
367	□付守閣
368	小梗二百枚，未取。諸部有
369	今月廿六日旦，到尉治所。尉責問□
370	钆卒樂□     五月食
371	"      其一封，詔
書亖封。
      一封，詣□"
372	安漢里男子孔卿所。使者都中
373	不侵隧卒王並
374	    二月食三石三斗三升少。
375	"   甲渠言：毋羌人入塞
·
   買兵、鐵器者。"
376	□□良詣官，十二月庚子下餔時入。
377	尉史志責問士吏
378	用穀十一石六斗
379	印章曰
380	十五日
381	□焦恭
382	鄣候
383	□□□私留桼
384	吏吏皆趣
385	二月食
386	卒責賞
387	亖月祿粟
388	三斗三升少
389	"          四月乙卯，卒張賞迹盡
□□钆
          四月乙丑，卒張□"
390	三升少 ，   四月丙午卒
391	  坐校穀
392	百五十七里百五十七步。   九百七里卅七步。   百五十里
393	□□□謹案其一牒
394	告候，毋狀當坐罪，當
395	出錢千八百
396	"□敢言之，官移府舉書曰:□
□敢言之。"
397	□遣宏□德住□
398	■右卒十人
399	入南部尉誼、丞□文書
400	"□
卒各一人詣官，會正月二"
401	迹盡甲戌，積
402	□順
403	□十月癸卯□
404	木隊長范武
405	钆長閏
406	出粟四石八斗
407	逆胡钆長田宮
408	粟糶
409	第二钆卒覆良
410	卯自取
411	"盡甲子，積十日
……十日"
412	吏以即日宿
413	不侵候史朱
414	朢·今金城南部□
415	  自言責三十井
416	楗閉，慎管
417	師舜，下京兆□
418	計，治官民，頗知律令，文。
419	……第廿一隊罷
420	罰作治一月□
421	謹移正月盡□
422	□牒別具言，會
423	邸至甲戌
424	□惲
425	永始二年六月甲申，掾□
426	年九月乙未朔丙申，
427	□□尉中營左騎士
428	鄣卒殷尚，
429	九月庚辰  卩
430	俱起钆卒慶建，
431	凡當辦者
432	隧卒徐忠，
433	丞□移甲溝候□
434	掾宣、史常
435	亟調之，廉之於職
436	□計□詣官□
437	"□五分
        
□□□"
438	今餘施刑二人。
439	入吏一人。  鉼庭候長□□
440	德   十月
441	部吏□
442	   十月食三石三斗
443	廿五隊卒陳
444	六隧長周護，將□
445	曰，毋狀以□□蒲□
446	吏見□
447	  五石弩一右□
448	"之□□□
令"
449	□補第三
450	出粟大車
451	□在居延，依父吳贛見
452	□□飲食
453	 六桼
454	桼月二□
455	移書到，如
456	·右□舉
457	□始□
458	□□皆臧财用，詣
459	治薪皆□十人□□
460	竭取口外□□□
461	始建国天鳳
462	渠鄣守候□
463	□候吳君□
464	□候   □
465	□十
466	除卒□□□等
467	□否問
468	長見
469	   三月庚
470	"   輕薄林池□□
廿            
   大白□□左長"
471	隊鍋泉
472	□之
473	六人廪
474	□□第
475	"  十一月□□三千一百八十三
□王忠□□□□□          
  卒七十五，人積□□□"
476	□□之□□□
477	出入
478	曹□候並
479	錢百
480	□毋辭
481	"／省元至今，叩頭□□□        
酒食，郭丈人倡饭□□心除小"
482	□四
483	□渠第
484	曲倉曹□    出粟□□□糸□
485	"□張□□□   □□□□一石□□□
     ……"
486	□澤□□□省皆□移教□田里
487	受□七付傳
488	    轉作
489	□□五十八
490	  足
491	之
492	"□掾□□  
□叩頭幸為"
493	□□钓赤責右
494	□□亖時
495	臣昧死言
496	尊北里
497	三
498	它□
499	□□已長
500	□=未決
501	□□亭中，□昏欲復行，直伐胡钆北，不渡
502	良
503	"一  隧史
□□因伏"
504	"       月□□
钆長□□     
       升"
505	將钆長
506	"   河平
   □□"
507	□□備寇虜
508	慶康叩頭白，一□王之言□□□□
509	爰書報
510	行之門
511	盡□人
512	卒□□相乃
513	□□諶
514	苛問
515	□何
516	□□□笥一□□
517	候官
518	持刀出□蘭
519	□自言
520	"□□二人
……二人"
521	言之
522	得卒□
523	王卿幸
524	王……
525	吏□□□
526	中塗，敢言之
527	月  吏祿調
528	已□眉
529	行
530	四十
531	"□□□□□□□□□譚久創取□四十七，直
□□□□死□卿畢命證□□□□□□敢言"
532	少一□
533	臨木候史靳望，    十月奉錢九百
534	當曲隧長刑晏 ，   桼月祿帛三丈
535	弩钐亖，▲   其二穿
536	以詔書增勞名籍一編，敢言之
537	"                      六尺計，  九尺適，
□   桼月祿帛三丈三尺，                   卩
                      桼尺謙，  丈一尺，自取。"
538	□月祿帛三丈三尺，    八月癸卯妻。取   卩
539	私印行候文書事，告尉謂吞
540	"          其一，受士吏王翕。  傷兩橅、右淵各一所□
六石具弩亖。
                         一解交折，右彊。"
541	卧內中韋席承塵
542	殄北守塞尉罷遣之
543	曰：今為具吏卒符，部一
544	建武六年十二月
545	惶恐，宿衛不敢失實，惟
546	敢言之，官移府記曰：實
547	不侵候長自言:尉書言,
548	八月甲寅，隧長孫昌取。    卩
549	胡虜欲五百車取□，安足禽哉！苦計善
550	第十钆舉堠上二钏，謹和受
551	糸承弦百六，  建武三年正月□□
552	"                    ……
居成甲溝候官尉史馮彊   
                    ……"
553	穀五十八石，毋□有□□
554	盡壬午積九日，從第九钆北界
555	始二年五月□
556	辛丑覆
557	故掌□□張尋□不能區處
558	甘露三年二月乙
559	諸水甖亖
560	·右興五十六人
561	事不可行
562	數，其一輩，從官
563	□廪，    吞遠廪，     吞遠廪，
564	□至，願以除千里，譚钔死，歸□
565	兩半兩，  九月庚辰付候長豐。  卩
566	官廪，    官廪，    官廪，
567	"  新始建國地皇上戊二年閏月
◆
  盡十二月亖時簿"
568	"  新始建國地皇上戊二年閏月
◆
  盡十二月亖時簿。"
569	"  印破。   
甲渠官。             令史定 。  
  正月甲辰，門卒同以來。"
570	※錢六百。三钕钆長石隆。
571	"  更始二年八月
◆  
  留兵簿。"
572	"渠鄣
□函"
573	之所由來，言王氏當有
574	大將軍章
575	"……
甲渠官□
甲渠"
576	"    子
子
  子子
子
  子子
子
  子子
子
    子"
577	卅井候
578	□□方
579	……卒出入簿
580	□絕  見
581	鄣守候  敢言之。
582	□尉史長
583	·最□……
584	     ·掾譚
585	敢進者少不□
586	身易至重，□
587	罪死罪
588	"報行 
□□"
589	"事□
縣官"
590	始建國天鳳三年十二月丁亥朔庚寅，甲溝鄣守候□
591	 尉史憲。
592	敢言之，府記曰：米糒少簿二百二十六斛六斗六升，□□□
593	始建國天鳳三年十二月戊子，甲溝守候遷，告第亖□
594	趣作治，功再通，持詣官，會月桼日，如律令。□□
595	至今不移，令官失會，數言解，甚毋狀。檄到，宜遣□
596	吏、候長傅育等當負，趣收責，會十二月五日，……
597	趣作治，會月十三日。課有意毋狀者，如律令。
598	意毋狀者，如律令。
599	官詣府對，使收責，育等皆畢。……詣
600	府，叩頭死罪，敢言之。
601	□兵物當言府，發不以為意，甚毋狀□□□□
602	長宜等，前府遣□……
603	"  甲溝言:米糒少簿,尉史、候長傅育等
·
  當負，收責皆畢，遣尉史持□詣府。"
604	長宜等輿功常會九月十日。宜等知功當移官□
605	糸弦詣兵物少不足，各有數□如舉，作治□□□
606	始建國天鳳三年……
607	始建國天鳳□年十二月戊……候長
608	敢言之，府記：曰言
609	钖矢銅鍭亖百五十
610	蘭冠各三）   冠皆幣。
611	平等
612	平等
613	告第亖候長，移亖月以往卒食少不足名，至今不移，趣之毋到。
614	次吞钆長時尚，  桼月祿帛三丈三尺。  八月戊申母□取。  卩
615	敬弩椎梴柙角
616	始建國天鳳一年六月，宜之钆長張惲伐閲宮簿累重訾直。
617	"                                元帛一丈，
城北候長周育、隧長淺二十六日，  十月祿。
                                苛□□兩半兩。 十一月己卯，自取。卩"
618	吏钗免缺如牒，唯
619	第十八钆長田惲，    九月祿縣絮二斤十二兩
620	"    其一，六尺。
牀二。             見。
    一，八尺，板亖枚。"
621	□□□□
622	•右案
623	 廪吞遠，  廪吞遠
624	毋定出，    毋輸出，
625	等，迺辛巳，府遣□
626	其市買五均之物及鹽而無二品
627	□竟並居第三十一钆。竟曰：數欲戎等
628	第十九：碓磑扇隤舂簸揚，頃町
629	畦埒窬彊畔□
630	第五十八
631	育、候史恭等，前府君行塞，增塢廪徙□
632	出粟二石，
633	赤頭食几一。
634	钆長張循廪廿三
635	  十月壬子，候長章取。    卩
636	薄壁，    具
637	更始二年正月戊申，第六钆長常業，受土吏馮匡□
638	□·□□良日，己丑，己巳，丁丑，辛巳，乙酉，己丑，丁酉
639	田舍……以社□□縣長吏□□□□□
640	钆卒籍，賞有青
641	十二月辛丑盡二年三月，積三月二十桼日，祿粟
642	入粟大石廿五石
643	黍粟
644	  具兵詣官，謁
645	第十
646	會計，治官民，頗知
647	□曰司馬右大夫
648	□當死，不敢離隊□
649	自意趣立
650	博博博博博詣官就就奕
651	□□官官□名
652	皇上戊元
653	史钘毋
654	◆夫夫夫夫夫夫夫夫
655	夫夫夫夫夫夫夫夫夫
656	當時
657	甲渠候官，以郵行。
658	□乃償□□□今為
659	    卩
660	之子子子子子
661	建國地皇上戊二年桼月丁□
662	官詡
663	二日外候長除……
664	十二月戊子
665	"蘇詡為具言：
府君□萬年"
666	"欲取□□□
因□詡□□"
667	□言當□□……□城□□□
668	□□□□而□□□
669	時張卿詣□□□守可得□還
670	候長□私去
671	□鉼庭士吏馮良，十月旦
672	"  恭彭印。    
□甲渠官。"
673	狀□
674	謁
675	當坐
676	劍出知
677	計六石具弩
678	"□□□□    
□□守一"
679	□□□□會，敢言之
680	……吏毋
681	□守候博敢
682	□□等持索□……有
683	□……今……名
684	節明將長
685	甲渠候官，以
686	方
687	   S卩
688	  S
689	□□□穹命
690	"     □□甲子，
□□         秋分，
     丁亥、庚子、"
691	" □
      建□辭
 □□"
692	□長黨
693	□六十八
694	北□□□王陽
695	于
696	直□
697	第八钆卒馮宣，    十一月食三石三斗三升少。    十一月癸巳，自取。   卩
698	第桼隧卒杜常，    八月食三石三斗三升少。    八月己未，自取。    卩
699	三石三斗三升少。    亖月丁丑，隧卒宋野取。
700	□掾譚受訾家利上里崔廣。
701	"□第二十一钆長，居延沙陰里上造周揚，年二十八始建國三＝
年……"
702	吏出入符，何未還符，吏入
703	未□吏□食，掾何不遣
704	已付，將轉守尉遷，士吏惲車六兩
705	郾邑武里張，年
706	"始建國二年四月丙申朔丁巳，
訾直伐閲簿一編，敢言之。"
707	入粟大石廿五石，  車一兩，    居聑三年三月戊戌
708	第五钆南，一輩七騎
709	永始三年十
710	言之，謹移亖月盡六月鹽出入簿
711	□吏庶上以下及出塞候者□
712	    十一月壬子，钆長董放取。
713	    毋輸入，  毋定出，
714	吏及訾家所載
715	出茭十束，
716	第四隊長莊
717	元五兩，又四兩
718	積五十亖日，
719	□月食二石一斗六升大，姜□
720	第十四钆長武，敢言
