ID	释文
37	"第廿四隧卒高自當以四月七日病頭恿四節不舉。　鉼庭隧卒周良四月三日病苦
第二隧卒江譚以四月六日病苦心服丈滿。
第卅一隊卒王章以四月一日病苦傷寒。　　第一隧卒孟慶以四月五日病苦傷寒。"
38	"第卅七卒蘇賞三月旦病兩胠葥急，少愈。
第卅三卒公孫譚三月廿日病兩胠葥急，未愈。
第卅一卒尚武四月八日病頭寒炅，飲藥五齊，未愈。
"
39	"吏得令知官起居□□叩頭
勝□掾門下　□□□□□之"
40	所由觀之所安人焉叟哉人焉叟
42	金二來五孫□吏
44	"●吞遠部建平元年正月官茭出入簿
"
45	"斗食吏三人　　一月奉用錢二千七百　　一歲奉用錢三萬二千四百
"
46	"出穈子一斗　　貸鄣卒張抹十月二日
"
47	前所□□□趣作治
48	各行行法法法
49	"二月己卯鄣卒十人      其一人□
一人削工
一人左□
一人吏養 

"
50	"戊寅己卯庚辰
"
51	官　關武印
52	敢言之。謹寫移，唯府報
53	"□長 
弘 安 弘

 六    亓 六
弘大  弘
長 長豊 

"
54	"□平 元
素 罪  年      為
□□  以可 死 
奕 四 　奉
為 夷 
辭 辭為"
55	"甲渠候官
"
56	"□　未得四月盡六月積三月奉用錢二千七百，已賦畢。
"
58	"出麥八石　　廩如意隧卒韓充等四人四月食
"
59	"御史大夫吉昧死言：丞相相上大常昌書言大史丞定言元康五年五月二日壬子日夏至，宜寢兵。大官抒
井、更水火、進鳴雞，謁以聞，布當用者。●臣謹案：比原泉御者水衡抒大官御井。中二千石、二千石令官各抒別火
"
60	"●北邊絜令第四：候長、候史日及將軍吏勞二日皆當三日。
"
61	"閏月丁巳張掖肩水城尉誼以近次兼行都尉事下候、城尉承書從事下當
用者，如詔書。／守卒史義
"
62	"二月丁卯丞相相下車騎將軍、中二千石、二千石、郡大守、諸候相承書從事下當用者，如詔書。
少史慶，令史宜王、始、長
"
63	"閏月庚申肩水士吏橫以私印行候事下尉、候長承書從事下
當用者，如詔書。／令史得
"
64	"三月丙午張掖長史延行大守事、肩水倉長湯兼行丞事下屬國、農、部都尉小府，縣官承書從事
下當用者，如詔書。／守屬宗、助府佐定
"
65	"元康五年二月癸丑朔癸亥，御史大夫吉下丞相承書從事下當
用者，如詔書。
"
66	"元康四年六月丁巳朔庚申，左前候長禹敢言之。謹移戍卒貰賣衣財
物爰書名籍一編，敢言之。
"
67	"印曰藺禹
六月壬戌金關卒延壽以來　　候史充國
"
68	"地節五年正月丙子朔丁丑，肩水候房以私印行事，敢
言之都尉府。府移大守府所移敦煌大守府書曰：故大司馬博
"
69	"令史拓、尉史義
"
70	"襄澤隧長昭武宜眾里閻樂成　本始三年九月辛酉除
"
71	"第廿五車父平陵里辛盈川      官具弩七
承弩二
有方三
矢三百五十
千五十      紺胡一
由一
靳干十
靳幡十

      弩九
蘭七
蘭冠七
服七

      承弦十四
私劍八



 

"
72	"肩水候官      莊齋印
二月辛酉鄣卒壽以來 

"
73	"對祠具      雞一
黍米一斗
稷米一斗      酒二斗
鹽少半升

 

"
74	"予閣。謹以文理遇士卒，毋令冤失職，務稱令意，且遣都吏循行，廉察不如護大守府書致
案，毋忽如律令。／掾熹、屬壽、給事佐明




"
75	"田卒淮陽新平常昌里上造柳道，年廿三。
"
76	以食亭卒四人四月庚申盡戊子廿九
77	里賈陵，年卅，長七尺三寸，黑色，牛車一兩，　符第六百　八──
78	賤子〈弟〉受伏地再拜
79	章曰肩水都尉
80	"□元毋
終俱來
□長受□
"
81	"金關為出入六寸符
從事"
82	"破胡令史通□
下當用者"
83	□居丞破胡移過所
84	出錢九百買弓
85	斗三升少　六月甲戌□
86	"四月戊辰朔丁丑，誠北候
驛一所，馬二匹，鞍、勒各一，"
87	□□□□□茭二石三鈞十五斤。建始
88	"出錢四千　給尉一人四月五月奉
"
89	"管筆各一　□
"
90	"吏落。唯官關書府，令居延調給，敢言之。
"
91	"●右私馬一匹
"
92	"肩水候官城尉
"
93	以□日食□廿九□□□
94	樂昌隧，次鄉亭卒不在遂上，為□
95	宣伏地再拜
96	"斗 □□□□□
□□□八人      七月乙卯朔丙辰，肩"
97	戊子，酒泉庫令安國以次行大守事、丞步遷謂
98	令印
99	令史徐勝客始元六年五月乙卯除　　未得始元六年七月奉□□
100	入粟五十石　　受第二丞萬年
101	"金
"
102	"□□□□一百十一
"
103	"王□
"
104	"●凡入七年新卒釜二

"
105	八月□一日
106	"漢中郡成固仁里利主
"
107	屬王廣始元三年六月丁丑除　　未
108	書一封，張掖大守章。　　騎士自言
109	"□　　
"
110	"介千秋入穀六十石六斗六升大，直二千一百廿三。●入錢　千二百●凡錢三千三百廿三
"
111	已讎
112	四百　　　矢百　　
113	二月積二百六十一匹，率馬日食一斗八
114	"應皆署鼓下，為罷卒治車，至五月甲子罷食。食起，應乃遂成出就事，與遂成所持刀
"
115	"索盧酒處一　　唐屯據一
"
116	"元鳳元年十一月己巳朔乙未，騂馬農令宜王、丞
安世敢言之。謹速移卒名籍一編，敢言之。
"
117	"六年卒田所得穀
"
118	"田卒昌邑國良里公士費塗人，年廿三。      袍一領
單衣一領      枲履一兩
一兩"
119	二月乙巳肩水關門嗇夫敢言
120	六石六斗四升　　以食卒劇作卅二人
121	"陽夏南安里左復樹　　王□取
"
122	"田卒淮陽郡長平業陽里公士兒尊，年廿七。      襲一領
一兩      犬一兩
私一兩      貫贅取 

"
123	"田卒淮陽郡長平市□里相□鴻　　十二月己巳出      袍一領
襲一領      犬一兩

 

"
124	丞富，官候屬守農令尊死馬出十一
125	"率畝四斗
"
126	張掖、酒泉、敦煌郡，乘家所占畜馬
127	入穈十二石　　四月庚戌受掾
128	"觻得令
"
129	"今餘權三　枚見
"
130	屬王廣始元三年六月丁丑除　未得始元六年五月
131	"肩水候官吏馬馳行      印破
十二月丙寅金關卒外人以來       

"
132	"元元　　元康九九
"
133	"為吏十一歲二月十二日
其七歲十二日過時不上不為勞      □
長□"
134	肩水候官元康二年盡三年詔書
135	至今未報，解何？
136	"劾狀。辭曰：公乘日勒益壽里，年卅歲，姓孫氏，迺元康三年七月戊午以功次遷為
"
137	"要虜長過常致，受為報，毋留，如律令。
書佐建"
138	"國安粟四千石，請告入縣官，貴市平賈石六錢，得利二萬四千；又使從吏高等持書請安，安聽入
馬七匹，貴九□□□□□三萬三千；安又聽廣德姊夫弘請為入馬一匹，貴千錢，賈故貴。登故
"
139	"卅六　廷尉受制曰：廷尉、中二千石、二千石、郡大守、諸侯相奉湯
"
140	止害卒吳明　三月十二日作，加食二斗二升大
141	"戍卒鄴東利里張敞，第卅車
"
142	"甲渠候官陽朔二年正月盡三月錢出入簿
"
143	"入盬八斗七升      給鉼庭部卒卅人
閏月食      陽朔五年正月辛亥第卅三卒夏奇、第卅四卒范客子受守閣卒音 

"
144	"戍卒南陽郡里□□□　皁襌衣一　□月□亥自取
"
145	"月庚戌朔己卯，甲渠鄣候誼敢言之。府書曰：蓬長秋　以令射，長吏雜試，枲
都尉府謹都長偃如牒，謁以令賜偃勞十五日，敢言之。"
146	破虜里左長壽　馬一匹
147	久不相見，得毋有它急，前相□□□□□賜□
148	"坐前叩頭再拜。須馬往者□承□□□
　　　　　　　　　　　　　　□子復錢"
149	"駟望卒張忘　　卒養
"
150	"出弓櫝丸七　　付都尉庫
"
151	"建始二年十一月癸巳居延千人令史□則校甲渠第廿三
名籍一一編，敢言之。（下有任意書者不錄）
"
153	"永光四年正月己酉

橐佗延壽長孫時符      妻大女昭武萬歲里孫第卿，年廿一。
子小女王女年，三歲。
弟小女耳，年九歲。      

皆黑色 

"
154	"永光四年正月己酉
橐佗吞胡隧長張彭祖符      妻大女昭武萬歲里□□，年二。
子大男輔，年十九歲。
子小男廣宗，年十二歲。
子小女女足，年九歲。
輔妻南來，年十五歲。      



皆黑色 

"
155	"陽朔元年六月吏民出入籍
"
156	"（簡文同上）
"
157	月詬表柙墨副如牒
158	"長吏□□□長□會倉
"
159	仁自言為家私市
160	"四月丙子肩水騂北亭長敞以私印兼行候事謂關嗇夫吏：寫移書
□如律令。　令史熹光博尉史賢
"
161	"近倉穀里三銖五分，五家相證任，伍中□
尉誼臨"
162	"右第一車十人
"
163	"□□□□□□二百廿八
□萬二千三百四
□萬二千三百四
直三萬二千三百
直二萬四千二百
      河平五年正辛亥屬閔立等五家共為廣地候官
不畢者□□共為畢已之。立等五家受庫"
164	年廿六──
165	"祿福王里戍次卿、子男君郭□
凡直錢萬一百
      ‧期十一月五日畢輸，及實積，即不□有□□
　　　　　　　　□歸縣致□□"
166	輒□見在者
167	陽朔□□肩水都尉張明
168	"萬世皆廢置不能 
發 遣卒      遣
數      詔已可見矣尤毋狀遷已"
170	"服一完
"
171	"●蘭一完
"
172	不在元毋客主人
173	叩頭□幸甚謹因
174	"南書一封殄北候印
"
175	"第廿三長李忠不在署
"
176	"■蘭一完
"
177	"今音欲自言，唯官移書驗問，音當得逋三月
之　●書檄以即下餔時起誠北
"
178	建始三年五月甲辰主官掾昌敢
179	"士吏常褒
"
180	"（前簡側面）
"
181	"●箕山六石具弩一
"
182	守令史、尉史
183	輸錢府，會月廿五日。謹
184	出錢二百八十七，車一兩，建平五
185	"　　王充印
甲渠候官
　　閏月甲寅第七卒會以來
"
186	"甲渠候官●二事
"
187	"八月甲辰卒廿九人      □□      其一人作長
三人卒養
□□□四人
定作廿五人

      □□      二人伐木
六人積茭
十四人運茭四千六十，率人二百九十
二人綴絡具
□□□功"
188	"甲渠官尉史　史


"
189	"金關長威金關長威
"
190	"      未得奉
來未得奉      大大大"
191	□章
192	□□□器田
193	伐柃柱、馬六
194	□□府四月庚寅
195	長代王常賢
196	"第七六石具弩一
"
197	"長史諸吏□□傳車二兩
"
198	十一月主□今
199	●肩水候官建昭三年正月
200	第四□不□三門北
201	建昭元年十月
202	四月乙卯□候一人
203	□里孫
204	行候長
205	□誼
206	□還□即□
208	怒急辯□
209	"
詣張"
210	"肩水金關
"
211	"其□　　□行
"
212	"肩水金關
"
213	鴻嘉五年三月辛卯朔甲寅，居延令尚、丞
214	戍卒潁川郡郟翟里成適，年卅二，　為部卒取私橐
215	九斗三升少　以廩
216	□香□簿
218	"令史觻得市陽里公乘楊禹，年卅五，　免□□
"
220	程程程程程律令令令律令令令
221	"五千二百五十
以三月旦齎      以寄任子侯
觻得高昌長
以上錢"
222	"因聚行□小奴一
妹子不一
使尊君為補來使，以四月十六日
寄之，見錢七十與岳，未使"
223	"丙辰      出茭束食傳馬八匹
出茭八束食牛"
224	"買蔥束，束四錢，給社
"
225	鴻嘉三年閏月庚午朔癸酉，安□鄉有秩延壽敢言
226	"二百七十五兩輸居延
三十六兩輸橐他□"
227	"九十四兩輸居延
十一兩輸橐他"
228	"弘報
子□屬決□□言。謹道吳子俶"
229	空其人病，唯詳議不□
230	"復白之杜卿麥事
叩頭幸甚伏地言"
231	"肩水金關
"
232	"肩水候官次行
"
233	"忠曼君記
居延發      ●●
●●
●●"
234	"當往者再
□復欲□□"
235	"
□丞〈幸〉為但數急取"
236	"出錢二千四百      其千二百第六長徐遷十月十一月奉
千二百第十八長鄭彊十月十一月奉      十二月丙申令史弘取，付尉史彊 

"
237	"●      甲渠言吏遷缺令居延備補言
府      ／一事集封 

"
238	"入粟大石廿五石　十二月乙亥令史□受陽里王宣
"
239	"年十月乙酉朔乙酉，令史義敢言之。迺□□
封皆完，毋盜賊發者，即日……"
240	頭死罪死罪，職事毋狀，當坐罪，當
241	四百一廿四　四百六十
242	叩頭白記
243	"不侵候長晏敢言之。謹
"
244	"書七月己酉下一事丞相所奏臨淮海賊樂浪遼東
得渠率一人，購錢萬詔書八月己亥下一事大"
245	●甲渠候官建昭三年十月當食案及穀出入簿
246	乙未遣尉史赦之　　治丞
247	"其二封詣張掖大守府
一封詣弘農大守府      六月戊辰日出八分時，臨木卒"
248	"俱起戍卒觻得成漢里徐偃　　有方一
"
249	吞遠□
250	五百二第卅六長司馬章所
251	南書一封居延都尉章　□
252	"言之
"
253	"第一長萬年
"
254	甲渠言戍卒爰應自言：候長李順使卒謝乙等八人取薪運茭。驗問，未能會
255	"出粟四斗二升
"
256	"為大石□三石八斗八升
"
257	"鉼庭，還宿第卅。即日旦發第卅，食時到治所第廿一。
病不幸死，宣六月癸亥取寧，吏卒盡具，塢上不乏人，敢言之。"
258	凡合檄一，蘇當印，　詣府　
259	"一人□慈其七束
廿人艾慈其百　束，率人八束。
"
260	"一封呂憲印
"
261	"黃　君山糒五斗
"
262	"甲渠鄣候以亭行
"
263	□□　出錢□二　
264	"甲渠第十隧四石具弩一，永光四年八月中受故隧長富邑，傷一淵
"
265	"□受誠北卒□矢十弩□
取誠北卒□不詣界中十七"
266	罪。因言
267	□十□卒
268	"鉼庭部
"
269	居延
270	五里一□廿里
271	"第八
"
272	"賞伏地再拜請
子卿足下善毋恙。甚苦事，謹道
毋憂也。萬〈葦〉未有取之者"
273	"葦冬寒，調衣進酒
病〈嚴〉□長聞毋恙
再拜子卿足下"
274	"山觻得二人，送囚昭武□四月旦見徒復作三百七十九人
卅八人署廚、傳舍、獄、城郭、官府六十人付肩水部，部遣吏迎受"
275	"守令史忠、嗇夫勝之
"
276	"甲渠候官
"
277	尉進
278	伏
279	"甘露元年秋以令射，發矢十二，中矢十
"
280	"魏郡
戍卒
"
281	"貴里
淳于休
衣橐      皁布襦
枲肥
常韋
犬二 

"
282	"（前簡側面）
"
283	年二月丁酉朔甲午，居延□卒□甲渠候官□重令史
284	"甲渠候官
"
285	彊移居延，遣第廿八隧長則
286	"行塞
"
287	張偃酒〈詣〉
288	"俱起隧王充郎在宜穀
第廿二隧長馬宗在元城
第卅八隧長王常富在新實      延年□□□
□□五年□九十□

 

"
289	"廉武
凡五人      
率人二百七十三 

"
290	"充伏地再拜
中卿足下。辱幸賜記教以屬，幸甚幸甚。充欲令故□次
□□□□會□月□屬道足下□用賜田草馬□日□□□
"
291	"安君里周逢德      丁未日入百
庚戌日入      壬子日入三百 

"
292	"候長
"
293	"九月己丑病寒炅盡庚寅積二日，已偷
"
294	"居延甲渠士吏延壽里
"
295	"甲渠候官
"
296	奉錢三萬八千一百卅□
297	渠候官
298	"第廿三候長趙倗責居延騎士常池馬錢九千五百，移居延收責重●一事一封十一月壬申令史同奏封
"
299	"居延甲渠候長張忠　　未得正月盡三月積三月奉用錢三千六百，已賦畢。
"
300	"滅虜戍卒梁國蒙東陽里公乘左咸，年卅六，自言責故樂哉長張中實皁練一匹，直千二百，今中實見為甲渠令史。
"
301	"邯會卒王武弟六
"
302	"陽朔三年九月癸亥朔壬午，甲渠鄣守候塞尉順敢言之。府書移賦錢出入簿與計偕，謹移應書一編，敢言之。
"
303	"尉史昌
"
304	"陽朔四年十月丁巳朔戊戌，甲渠守候移居延書曰：陽里
"
305	"●右居延所移書
"
306	言府●一事一封　七月辛丑令史並奏封
307	"責錢善食馬。並曰：諾，即持程卿書因細君取馬及責錢五千。細君代其三千錢為□
"
308	"●凡入穀四石九斗二升      其二石五斗二升粟
二石四斗 

"
309	"以以以以以以以以以以以以以以以以以以以以以以以以以以以以以以以以以
"
310	善毋恙前日子夏
311	劾狀辭曰：公乘居延臨仁里，年卅一歲，姓毋
312	矢十二，中四
313	矢七羽幣
314	"●鉼庭受廿三部五鳳四年三月病卒名籍
"
315	壬午朔庚寅，甲渠候史光劾
316	北界毋蘭越塞天田出入
317	光敢言
318	今甲渠□□長代淳于□
319	"第六車
"
320	●功令第五：候長、士吏、長皆試射，射去埻
321	"●右第八
"
322	"●功令第五：候長、士吏皆試射，射去埻弩力如發弩，發十二矢，中矢六為程，過六，矢賜勞十五日。
"
323	候長、候史十二月日簿，戍卒東郭利等行道貰賣衣財物郡中移都尉府，二事二封　正月丙子令史齊封
324	□里王常富，年卅三，九月屬
325	戍卒陳留郡平丘史里爰之　□
326	□居延都尉　行塞蓬隧移過所
327	□□酒二□直六十肉廿□
328	升
329	本始五年十二月
330	地節四年
331	"□尉車〈章〉
□□□日□□"
332	謂候長福：候行塞書
333	"令史勝
"
334	"出六石弩辟一
"
335	"甲渠官      韓猛印
三月十四日卒同以來 

"
336	"建始二年十一月甲申朔乙酉，甲渠鄣候敢言之。謹移移移名籍一編，敢言之。
"
337	"當曲長關武持郵書詣官，十月己亥蚤食入。
"
338	"出卅一石六斗　　食候長、候史私馬六匹十一月食
"
339	□□一石放會有大敢□外發□謹
340	"竟      卒三人，一人病
二人見      卒符惲月廿三日病傷汗
卒范前不知蓬火品"
341	□臨　卒□□□部
342	"建武三年七月乙酉朔□移見名
延元□三年六月居延塞尉負等毋 狄不告拜賀敢言之。官移 

"
343	前迫得□武言長鄣報長近詣言候□日去罪解
344	"右自證爰書
"
345	定得四萬五
346	□餘士吏、候長以下十四人
347	" 建昭六年正月
盡十二月吏病
及視事書卷 

"
348	" 建昭六年正月
盡十二月吏病
及視事書卷 

"
349	"其一□作長
一人守□閣
一人□□      一人木工
三人養
一人病      廿六休不作


 

"
350	第四候史董得祿　三　一　定得一萬九
351	"出粟廿二石　令史□□□□□
"
352	出穀卅二石　以食士
353	"城北候長徐弘
"
354	敞後不欲言變事。爰書：誼數召，根不肯見誼，根且
355	"未能視事，敢言之。
"
356	"□直萬五千五百七十三
"
357	"□□□□□十四
"
358	"□□□□□敞後不欲言變事，爰書自證。□今□□□
"
359	□□□□反欲言即來言不□
360	"不。戶關椎楪皆故，有新未？非子曰：故隧長有新關椎材在三隧，未作，毋累舉
"
361	"不詣官
"
362	詣□就來召。彊曰：馬在田，故未就馬。蒲去□月十一日，彊不詣官，即劾彊□問彊□□十二月
363	"當曲隧長關武　□□去署
"
364	"始元三年三月丙申朔丁巳，北鄉嗇夫定世敢言之。
□□二百七匹八尺直廿九萬八千一百"
365	"二●少二
鋸二●少二
椎二●少二      □二●少二
駒桐四●少四
十二不輸 

"
366	"第二長別田令史德，車一兩。      斧二
斤二
鋸一‧少一
椎一‧少一
      桷二
六
承軸一
承一小木五      釜一
輸〈輓〉索豫十輸
車屋三不輸
駟相〈駒桐〉二‧少二 

"
367	"命者，縣別課，與計偕。謹移應書一編，敢言之。
"
368	"印曰昭武丞印
"
369	甲溝推木候長□
370	□惲□
371	"□□一升為□石
三石四斗一升為五石卅二斗五升"
372	"粟一券寄粟
□□□二券寄粟"
373	"魏郡
"
374	"戍
魏
"
375	"□□
□□
鉼□
名□
"
376	"魏郡
戍卒
"
377	"詣部□亡
"
378	文
379	"甲渠□□候〈秋〉賦錢二千
"
380	"（前簡側面）
"
381	"
七月秋賦錢五千"
382	"（前簡側面）
"
383	"蓬承索八
"
384	"■第廿四靳干一完
"
385	"■第廿七戍卒靳干一完
"
386	"■第卅一戍卒靳干一完
"
387	"■第卅一戍卒靳干一完
"
388	"■鉼庭戍卒靳干一完
"
389	"●候丞曲繕一完
"
390	"（此簡無字）
"
391	半日，能書會計治官民，頗知律令，文，年五十一歲，長七尺二寸，□□□里家去官千六十三里，□□□□和百□
392	第卅四卒呂護買布復袍一領直四百，又從鄣卒李忠買皁布
393	譚欲補廣地尉史，不憂於□
394	"第二六石具弩一，傷左
"
395	"右秋以令秋射二千石賜勞名籍及令
"
396	手有血，禹欲縛，故故棟手
397	"●竟寧元年戍卒病死衣物名籍
"
398	"□□宜和里謝寇，迺己酉病頭寒炅，不能
"
399	"●右劾遝遣書
"
400	不知有蘭出塞，不發覺，至今吏□候長所寬解
401	"□為出
□後出□見　"
402	"□不得，迫蚤出不得
自中□□其二□言□□"
403	"南書二封皆都尉章●詣張掖大守府●甲校      六月戊申夜大半三分，執胡卒常受不侵卒樂；
己酉平旦一分，付誠北卒良。 

"
404	"十一月癸亥同卒史調取
"
405	"□□□□□□牛子君
李君長
□□里□牛君也□□□□鄭      郭子嚴"
406	"●右自證爰書
"
407	"●右自證爰書
"
408	鐵鍉瞀若干　其若干幣絕可繕
409	尉史欲受□□□□廣二兩
410	不
411	"甲渠官
　　十二月□□□□
"
412	"甲渠官
　　五月□□□□以來
"
413	"左棵
丈
三完皆得□□負
"
414	"當曲卒屈樊于      正月□日病四日，官不□□□□後三日，萬歲長
久背□□二所□□後數日府醫來到，飲藥一齊，置□"
415	戍卒南陽郡魯陽重光里公乘李少子，年廿五，庸同
416	"南書一封居延都尉章　＋　　詣張掖大守府
"
417	河水中出塞時便主
418	茹出入簿
419	"奉世移肩水候官
易，如律令。"
420	己巳金關
421	候丞野妻
422	幣絕
423	延年付禽寇長
424	書到，具言。謹
425	建昭二年十二月庚
426	野馬除
427	夫宗敢言之。平里男子左
428	□視完具趣方式
429	"戍卒趙國邯鄲邑中陽陵里士伍趙安世，年三十五
"
430	"戍卒梁國己氏顯陽里公乘衛路人，年卅
"
431	各五百里，放拘如
432	安尉壽
433	月癸酉出
434	左次
435	五月丙戌
436	"邑陬里董次夫
"
437	□為肩水候長視君假田持□關猛俱之同
438	月旦朢城隧
439	"凡出入關傳致籍
"
440	"四日居延未□巳
"
441	"戍卒梁國己氏高里公乘周市，年卅
"
442	"廣地塞尉□登
"
443	"清晨夜姚去，復傳致出關。書到□令史有田褒，字少倩□


"
444	"騂北亭六石具弩一完
"
445	"（前簡側面）
"
446	"氐池富貴里宣建，年九
"
448	"（前簡側面）
"
449	廿五里，檄當行二時五分，定行十一時
451	"□□
"
452	"二人      主
候嚴      三月癸未盡六月增積七月二日"
453	"已得三月癸亥盡丁丑積十五日奉用錢六百，自取。
"
454	市年卅一　　有方
455	"甲渠官      楊音印
正月丙寅卒便以來 

"
456	"出茭四百束　不侵長主忠買
"
458	言之。得毋善
459	狀可不數得
460	文年二，當為卒，
461	"第廿二積茭千石　永始二年伐
"
462	"□　急　譚伏地言
"
463	楊□粟三石三斗三升少杜袁取乙亥
464	"候亭謝不敢□□
再拜白。調官□下適財下立官即所幸為鳳復明陳，即言鳳"
465	"肩水候官元康四年十二月四時雜簿
"
466	"肩水候官      印曰朱千秋
十二月壬申長勤光以來 

"
467	"縣置三老二　行水兼興十二　置孝弟力田廿二　徵吏　二千石以符卅二　郡國調列侯兵二　年八十及孕朱需頌五十二
"
468	"肩水候官      □□私印
□□□□姦卒延年以來 

"
469	"東望第卅三
"
470	"傷二淵破弭
"
471	五月食
472	五
473	"官，先夏至一日以除隧取火，授中二千石、二千石官在長安、　雲陽者，其民皆受。以日至易故火，庚戌寢兵不聽事盡
甲寅五日，臣請布，臣昧死以聞。
"
474	"且明時駕欲出。橐佗候長章卿、子子惠
"
475	"入狗一枚　　元康四年二月己未朔己巳，佐建受右前部。　禁姦卒充輸，子元受，致書在子元所。
"
476	酒一石丞致。朕且　時使人問存
477	"元康三年十月盡四年
九月戍卒簿
"
478	"趣發□掾行兵適茭，會閏月旦。
遠會問行□□尉君卿千人卒史□"
479	"肩水候官      廩名籍
穀簿
歲留□ 

"
480	"肩水候      □

 

"
481	"元康二年二月庚子朔乙丑，左前萬世長
破胡敢言之候官。即日疾心腹、四節不舉
"
482	"肩水候官      闞邃私印
八月戊子金關卒德以來 

"
483	"甲渠候官
"
484	"甲渠候官
"
485	甲渠候官
486	"　□□□□
甲渠候官
　四月□□　候長生以來
"
487	"五鳳二年九月庚辰朔己酉，甲渠候漢彊敢言之。府書曰：候長、士吏、蓬隧長以令秋射署功勞，長吏雜試，枲□
封移都尉府。謹移第四長奴□□□□□□□敢言之。
"
488	"廣又從福　秫四斗，直五十四。福為廣從胻寇隧長史未央
"
489	候長充　六月甲子盡癸巳積卅日，日從第四隧南界　北盡第九隧北界毋越塞蘭出入天田。
490	"五鳳二年八月辛巳朔乙酉，甲渠萬歲隧長成敢言之。迺七　月戊寅夜隨，塢陡，傷
要，有廖，即日視事，敢言之。
"
491	矢三
492	五鳳五年九月盡甘露三年
493	"負二千二百五算
□所負卅六算奇十三算"
494	"□候長賢自言：常以令秋射署功勞，即石力，賢
□數于牒，它如爰書，敢言之。"
495	"甲渠候官
"
496	　八百十七畢　乙巳日入六百
497	月責不可得
498	"臨桐長□仁　九月奉錢六百以償朱子文，文自取。
"
499	出粟一石九斗三升少　付殄北候官　　以食駟望卒趙
500	□所便名□□
501	北至憲
502	臨桐長徐當償
503	□承出者□□衣尚亭
504	廿八九丈□
505	"常廣谷隧長
史□叩頭"
506	"也
"
507	"矢二完
□一完"
508	□□等□
509	"子　□　古
"
510	"甲
"
511	"地節二年六月辛卯朔丁巳，肩水候房謂候長光：官以姑臧　所移卒被兵本籍為行邊兵丞相史王卿治卒被兵，以校　閱亭隧卒被兵皆多冒亂不相應或
易處不如本籍，今寫所治亭別被兵籍并編。移書到，光以籍　閱具卒兵，兵即不應籍，更實定。此籍隨即下，所在亭各實弩力石射步數，
令可知，事詣官，會月廿八日夕，須以集為丞相史王卿治事，課後不如會日者，必報，毋忽如律令。
"
512	"印曰張掖肩候
六月戊午如意卒安世以來　　守令史禹
"
513	"驩喜      兩行
札百
繩十丈      檄三
八月己酉輸  

 

"
514	"皁時布
"
515	五十二
516	候史□觻得
517	年廿八　庸同縣千乘里公士高祁，年卅一。
518	"出粟六升
"
519	"服四
"
520	倚郎年十六，長六尺
521	軍包復□
522	□掣
523	"先以「證不言請，出入罪
□人□驩熹傳"
524	□□□不取
525	"
病書一編，敢言"
526	"見
"
